iteration,score,profit,units
211,344820.0,2230.0,16941
212,344820.0,2230.0,16941
213,344414.0,2286.0,16934
214,344414.0,2286.0,16934
215,344414.0,2286.0,16934
216,344414.0,2286.0,16934
217,344414.0,2286.0,16934
218,344414.0,2286.0,16934
219,344414.0,2286.0,16934
220,344414.0,2286.0,16934
221,333682.0,2218.0,16718
222,333682.0,2218.0,16718
223,333682.0,2218.0,16718
224,326026.0,2174.0,16564
225,325999.0,2201.0,16564
226,314194.0,2106.0,16326
227,314194.0,2106.0,16326
228,314191.0,2109.0,16326
229,314172.0,2128.0,16326
230,304035.0,2065.0,16122
231,299571.0,2029.0,16032
232,298804.0,2096.0,16018
233,298804.0,2096.0,16018
234,298804.0,2096.0,16018
235,298804.0,2096.0,16018
236,298804.0,2096.0,16018
237,297839.0,2161.0,16000
238,297839.0,2161.0,16000
239,297839.0,2161.0,16000
240,297839.0,2161.0,16000
241,297839.0,2161.0,16000
242,291937.0,2113.0,15881
243,287464.0,2086.0,15791
244,287464.0,2086.0,15791
245,287464.0,2086.0,15791
246,282406.0,2044.0,15689
247,282406.0,2044.0,15689
248,282378.0,2072.0,15689
249,282362.0,2088.0,15689
250,282362.0,2088.0,15689
251,275413.0,2037.0,15549
252,275413.0,2037.0,15549
253,275413.0,2037.0,15549
254,275413.0,2037.0,15549
255,272698.0,2052.0,15495
256,260860.0,1990.0,15257
257,259345.0,2005.0,15227
258,259345.0,2005.0,15227
259,259345.0,2005.0,15227
260,259345.0,2005.0,15227
261,249223.0,1927.0,15023
262,249223.0,1927.0,15023
263,249223.0,1927.0,15023
264,249223.0,1927.0,15023
265,249223.0,1927.0,15023
266,247121.0,1929.0,14981
267,247121.0,1929.0,14981
268,247121.0,1929.0,14981
269,247121.0,1929.0,14981
270,247121.0,1929.0,14981
271,235316.0,1834.0,14743
272,235316.0,1834.0,14743
273,235316.0,1834.0,14743
274,235316.0,1834.0,14743
275,235316.0,1834.0,14743
276,235302.0,1848.0,14743
277,235302.0,1848.0,14743
278,235302.0,1848.0,14743
279,235302.0,1848.0,14743
280,235302.0,1848.0,14743
281,235302.0,1848.0,14743
282,233769.0,1981.0,14715
283,233769.0,1981.0,14715
284,233769.0,1981.0,14715
285,233769.0,1981.0,14715
286,233769.0,1981.0,14715
287,233769.0,1981.0,14715
288,233769.0,1981.0,14715
289,233769.0,1981.0,14715
290,227866.0,1934.0,14596
291,227866.0,1934.0,14596
292,226672.0,1928.0,14572
293,226672.0,1928.0,14572
294,226672.0,1928.0,14572
295,226672.0,1928.0,14572
296,226672.0,1928.0,14572
297,226672.0,1928.0,14572
298,226672.0,1928.0,14572
299,226672.0,1928.0,14572
300,222208.0,1892.0,14482
301,222208.0,1892.0,14482
302,222208.0,1892.0,14482
303,222208.0,1892.0,14482
304,222208.0,1892.0,14482
305,222208.0,1892.0,14482
306,220697.0,1903.0,14452
307,214778.0,1872.0,14333
308,214778.0,1872.0,14333
309,205263.0,1787.0,14141
310,200506.0,1744.0,14045
311,200506.0,1744.0,14045
312,196032.0,1718.0,13955
313,196032.0,1718.0,13955
314,184209.0,1641.0,13717
315,184129.0,1721.0,13717
316,184129.0,1721.0,13717
317,184129.0,1721.0,13717
318,184129.0,1721.0,13717
319,184129.0,1721.0,13717
320,174614.0,1636.0,13525
321,165099.0,1551.0,13333
322,165099.0,1551.0,13333
323,153294.0,1456.0,13095
324,153286.0,1464.0,13095
325,153286.0,1464.0,13095
326,153286.0,1464.0,13095
327,153286.0,1464.0,13095
328,148528.0,1422.0,12999
329,140901.0,1399.0,12846
330,140901.0,1399.0,12846
331,140841.0,1459.0,12846
332,140838.0,1462.0,12846
333,134920.0,1430.0,12727
334,134920.0,1430.0,12727
335,134920.0,1430.0,12727
336,129017.0,1383.0,12608
337,124260.0,1340.0,12512
338,124260.0,1340.0,12512
339,124260.0,1340.0,12512
340,118358.0,1292.0,12393
341,118349.0,1301.0,12393
342,118349.0,1301.0,12393
343,118349.0,1301.0,12393
344,118349.0,1301.0,12393
345,118349.0,1301.0,12393
346,112446.0,1254.0,12274
347,97141.0,1159.0,11966
348,97141.0,1159.0,11966
349,97141.0,1159.0,11966
350,97141.0,1159.0,11966
351,94004.0,1146.0,11903
352,94004.0,1146.0,11903
353,94004.0,1146.0,11903
354,94004.0,1146.0,11903
355,94004.0,1146.0,11903
356,94004.0,1146.0,11903
357,94004.0,1146.0,11903
358,94004.0,1146.0,11903
359,94004.0,1146.0,11903
360,94004.0,1146.0,11903
361,94004.0,1146.0,11903
362,94004.0,1146.0,11903
363,94004.0,1146.0,11903
364,84469.0,1081.0,11711
365,84469.0,1081.0,11711
366,84469.0,1081.0,11711
367,84469.0,1081.0,11711
368,84469.0,1081.0,11711
369,84469.0,1081.0,11711
370,78566.0,1034.0,11592
371,78566.0,1034.0,11592
372,78566.0,1034.0,11592
373,78566.0,1034.0,11592
374,78566.0,1034.0,11592
375,78559.0,1041.0,11592
376,78559.0,1041.0,11592
377,72656.0,994.0,11473
378,60821.0,929.0,11235
379,54918.0,882.0,11116
380,39613.0,787.0,10808
381,39613.0,787.0,10808
382,33695.0,755.0,10689
383,33695.0,755.0,10689
384,33695.0,755.0,10689
385,33695.0,755.0,10689
386,33695.0,755.0,10689
387,33695.0,755.0,10689
388,33695.0,755.0,10689
389,27777.0,723.0,10570
390,27777.0,723.0,10570
391,27777.0,723.0,10570
392,27777.0,723.0,10570
393,27777.0,723.0,10570
394,27777.0,723.0,10570
395,27777.0,723.0,10570
396,27777.0,723.0,10570
397,23314.0,686.0,10480
398,23314.0,686.0,10480
399,23314.0,686.0,10480
400,23314.0,686.0,10480
401,23314.0,686.0,10480
402,23314.0,686.0,10480
403,23314.0,686.0,10480
404,23314.0,686.0,10480
405,23314.0,686.0,10480
406,23314.0,686.0,10480
407,23314.0,686.0,10480
408,11509.0,591.0,10242
409,11509.0,591.0,10242
410,11509.0,591.0,10242
411,11509.0,591.0,10242
412,11509.0,591.0,10242
413,11509.0,591.0,10242
414,11509.0,591.0,10242
415,11509.0,591.0,10242
416,11509.0,591.0,10242
417,11509.0,591.0,10242
418,-504.0,504.0,9990
419,-504.0,504.0,9990
420,-504.0,504.0,9990
421,-504.0,504.0,9990
422,-504.0,504.0,9990
423,-504.0,504.0,9990
424,-504.0,504.0,9990
425,-504.0,504.0,9990
426,-504.0,504.0,9990
427,-504.0,504.0,9990
428,-504.0,504.0,9990
429,-504.0,504.0,9990
430,-504.0,504.0,9990
431,-504.0,504.0,9990
432,-504.0,504.0,9990
433,-509.0,509.0,9990
434,-509.0,509.0,9990
435,-509.0,509.0,9990
436,-509.0,509.0,9990
437,-509.0,509.0,9990
438,-509.0,509.0,9990
439,-509.0,509.0,9990
440,-509.0,509.0,9990
441,-509.0,509.0,9990
442,-509.0,509.0,9990
443,-509.0,509.0,9990
444,-509.0,509.0,9990
445,-509.0,509.0,9990
446,-509.0,509.0,9990
447,-509.0,509.0,9990
448,-509.0,509.0,9990
449,-509.0,509.0,9990
450,-509.0,509.0,9990
451,-509.0,509.0,9990
452,-509.0,509.0,9990
453,-509.0,509.0,9990
454,-509.0,509.0,9990
455,-509.0,509.0,9990
456,-669.0,669.0,9990
457,-669.0,669.0,9990
458,-669.0,669.0,9990
459,-718.0,718.0,9961
460,-718.0,718.0,9961
461,-718.0,718.0,9961
462,-718.0,718.0,9961
463,-718.0,718.0,9961
464,-718.0,718.0,9961
465,-718.0,718.0,9961
466,-718.0,718.0,9961
467,-718.0,718.0,9961
468,-718.0,718.0,9961
469,-718.0,718.0,9961
470,-718.0,718.0,9961
471,-718.0,718.0,9961
472,-718.0,718.0,9961
473,-718.0,718.0,9961
474,-719.0,719.0,9961
475,-719.0,719.0,9961
476,-719.0,719.0,9961
477,-719.0,719.0,9961
478,-719.0,719.0,9961
479,-719.0,719.0,9961
480,-719.0,719.0,9961
481,-733.0,733.0,9961
482,-733.0,733.0,9961
483,-733.0,733.0,9961
484,-733.0,733.0,9961
485,-733.0,733.0,9961
486,-733.0,733.0,9961
487,-733.0,733.0,9961
488,-733.0,733.0,9961
489,-733.0,733.0,9961
490,-733.0,733.0,9961
491,-733.0,733.0,9961
492,-733.0,733.0,9961
493,-733.0,733.0,9961
494,-733.0,733.0,9961
495,-733.0,733.0,9961
496,-733.0,733.0,9961
497,-733.0,733.0,9961
498,-733.0,733.0,9961
499,-733.0,733.0,9961
500,-733.0,733.0,9961
501,-733.0,733.0,9961
502,-733.0,733.0,9961
503,-733.0,733.0,9961
504,-733.0,733.0,9961
505,-733.0,733.0,9961
506,-733.0,733.0,9961
507,-733.0,733.0,9961
508,-733.0,733.0,9961
509,-733.0,733.0,9961
510,-733.0,733.0,9961
511,-733.0,733.0,9961
512,-733.0,733.0,9961
513,-733.0,733.0,9961
514,-733.0,733.0,9961
515,-733.0,733.0,9961
516,-733.0,733.0,9961
517,-733.0,733.0,9961
518,-733.0,733.0,9961
519,-733.0,733.0,9961
520,-733.0,733.0,9961
521,-733.0,733.0,9961
522,-733.0,733.0,9961
523,-733.0,733.0,9961
524,-733.0,733.0,9961
525,-733.0,733.0,9961
526,-733.0,733.0,9961
527,-733.0,733.0,9961
528,-733.0,733.0,9961
529,-733.0,733.0,9961
530,-733.0,733.0,9961
531,-733.0,733.0,9961
532,-733.0,733.0,9961
533,-733.0,733.0,9961
534,-733.0,733.0,9961
535,-733.0,733.0,9961
536,-733.0,733.0,9961
537,-733.0,733.0,9961
538,-739.0,739.0,9982
539,-739.0,739.0,9982
540,-739.0,739.0,9982
541,-739.0,739.0,9982
542,-739.0,739.0,9982
543,-739.0,739.0,9982
544,-739.0,739.0,9982
545,-739.0,739.0,9982
546,-739.0,739.0,9982
547,-739.0,739.0,9982
548,-739.0,739.0,9982
549,-739.0,739.0,9982
550,-739.0,739.0,9982
551,-739.0,739.0,9982
552,-739.0,739.0,9982
553,-739.0,739.0,9982
554,-739.0,739.0,9982
555,-739.0,739.0,9982
556,-739.0,739.0,9982
557,-739.0,739.0,9982
558,-739.0,739.0,9982
559,-739.0,739.0,9982
560,-739.0,739.0,9982
561,-739.0,739.0,9982
562,-739.0,739.0,9982
563,-739.0,739.0,9982
564,-739.0,739.0,9982
565,-739.0,739.0,9982
566,-739.0,739.0,9982
567,-739.0,739.0,9982
568,-758.0,758.0,9982
569,-758.0,758.0,9982
570,-758.0,758.0,9982
571,-758.0,758.0,9982
572,-758.0,758.0,9982
573,-758.0,758.0,9982
574,-758.0,758.0,9982
575,-763.0,763.0,9982
576,-763.0,763.0,9982
577,-763.0,763.0,9982
578,-763.0,763.0,9982
579,-763.0,763.0,9982
580,-763.0,763.0,9982
581,-763.0,763.0,9982
582,-763.0,763.0,9982
583,-763.0,763.0,9982
584,-763.0,763.0,9982
585,-763.0,763.0,9982
586,-763.0,763.0,9982
587,-763.0,763.0,9982
588,-763.0,763.0,9982
589,-763.0,763.0,9982
590,-763.0,763.0,9982
591,-763.0,763.0,9982
592,-763.0,763.0,9982
593,-763.0,763.0,9982
594,-765.0,765.0,9982
595,-765.0,765.0,9982
596,-765.0,765.0,9982
597,-765.0,765.0,9982
598,-765.0,765.0,9982
599,-765.0,765.0,9982
600,-765.0,765.0,9982
601,-765.0,765.0,9982
602,-765.0,765.0,9982
603,-765.0,765.0,9982
604,-765.0,765.0,9982
605,-765.0,765.0,9982
606,-765.0,765.0,9982
607,-765.0,765.0,9982
608,-765.0,765.0,9982
609,-765.0,765.0,9982
610,-765.0,765.0,9982
611,-765.0,765.0,9982
612,-765.0,765.0,9982
613,-765.0,765.0,9982
614,-765.0,765.0,9982
615,-765.0,765.0,9982
616,-765.0,765.0,9982
617,-765.0,765.0,9982
618,-765.0,765.0,9982
619,-765.0,765.0,9982
620,-765.0,765.0,9982
621,-765.0,765.0,9982
622,-765.0,765.0,9982
623,-765.0,765.0,9982
624,-765.0,765.0,9982
625,-765.0,765.0,9982
626,-765.0,765.0,9982
627,-765.0,765.0,9982
628,-765.0,765.0,9982
629,-765.0,765.0,9982
630,-765.0,765.0,9982
631,-765.0,765.0,9982
632,-765.0,765.0,9982
633,-765.0,765.0,9982
634,-765.0,765.0,9982
635,-765.0,765.0,9982
636,-765.0,765.0,9982
637,-765.0,765.0,9982
638,-765.0,765.0,9982
639,-885.0,885.0,9982
640,-885.0,885.0,9982
641,-885.0,885.0,9982
642,-885.0,885.0,9982
643,-885.0,885.0,9982
644,-885.0,885.0,9982
645,-885.0,885.0,9982
646,-885.0,885.0,9982
647,-885.0,885.0,9982
648,-885.0,885.0,9982
649,-885.0,885.0,9982
650,-885.0,885.0,9982
651,-885.0,885.0,9982
652,-885.0,885.0,9982
653,-885.0,885.0,9982
654,-885.0,885.0,9982
655,-885.0,885.0,9982
656,-885.0,885.0,9982
657,-885.0,885.0,9982
658,-885.0,885.0,9982
659,-885.0,885.0,9982
660,-885.0,885.0,9982
661,-885.0,885.0,9982
662,-889.0,889.0,9996
663,-889.0,889.0,9996
664,-889.0,889.0,9996
665,-889.0,889.0,9996
666,-889.0,889.0,9996
667,-889.0,889.0,9996
668,-889.0,889.0,9996
669,-889.0,889.0,9996
670,-889.0,889.0,9996
671,-889.0,889.0,9996
672,-889.0,889.0,9996
673,-889.0,889.0,9996
674,-889.0,889.0,9996
675,-889.0,889.0,9996
676,-889.0,889.0,9996
677,-889.0,889.0,9996
678,-889.0,889.0,9996
679,-889.0,889.0,9996
680,-889.0,889.0,9996
681,-889.0,889.0,9996
682,-889.0,889.0,9996
683,-889.0,889.0,9996
684,-889.0,889.0,9996
685,-889.0,889.0,9996
686,-889.0,889.0,9996
687,-889.0,889.0,9996
688,-889.0,889.0,9996
689,-889.0,889.0,9996
690,-889.0,889.0,9996
691,-889.0,889.0,9996
692,-889.0,889.0,9996
693,-889.0,889.0,9996
694,-889.0,889.0,9996
695,-889.0,889.0,9996
696,-889.0,889.0,9996
697,-889.0,889.0,9996
698,-889.0,889.0,9996
699,-889.0,889.0,9996
700,-889.0,889.0,9996
701,-889.0,889.0,9996
702,-889.0,889.0,9996
703,-889.0,889.0,9996
704,-889.0,889.0,9996
705,-889.0,889.0,9996
706,-889.0,889.0,9996
707,-889.0,889.0,9996
708,-889.0,889.0,9996
709,-889.0,889.0,9996
710,-889.0,889.0,9996
711,-889.0,889.0,9996
712,-889.0,889.0,9996
713,-889.0,889.0,9996
714,-889.0,889.0,9996
715,-889.0,889.0,9996
716,-889.0,889.0,9996
717,-889.0,889.0,9996
718,-889.0,889.0,9996
719,-889.0,889.0,9996
720,-889.0,889.0,9996
721,-889.0,889.0,9996
722,-889.0,889.0,9996
723,-889.0,889.0,9996
724,-889.0,889.0,9996
725,-889.0,889.0,9996
726,-889.0,889.0,9996
727,-889.0,889.0,9996
728,-889.0,889.0,9996
729,-889.0,889.0,9996
730,-889.0,889.0,9996
731,-889.0,889.0,9996
732,-889.0,889.0,9996
733,-889.0,889.0,9996
734,-889.0,889.0,9996
735,-889.0,889.0,9996
736,-889.0,889.0,9996
737,-889.0,889.0,9996
738,-889.0,889.0,9996
739,-889.0,889.0,9996
740,-889.0,889.0,9996
741,-889.0,889.0,9996
742,-889.0,889.0,9996
743,-889.0,889.0,9996
744,-889.0,889.0,9996
745,-889.0,889.0,9996
746,-889.0,889.0,9996
747,-889.0,889.0,9996
748,-889.0,889.0,9996
749,-889.0,889.0,9996
750,-889.0,889.0,9996
751,-889.0,889.0,9996
752,-889.0,889.0,9996
753,-889.0,889.0,9996
754,-890.0,890.0,9996
755,-890.0,890.0,9996
756,-890.0,890.0,9996
757,-890.0,890.0,9996
758,-890.0,890.0,9996
759,-890.0,890.0,9996
760,-890.0,890.0,9996
761,-890.0,890.0,9996
762,-890.0,890.0,9996
763,-890.0,890.0,9996
764,-890.0,890.0,9996
765,-890.0,890.0,9996
766,-890.0,890.0,9996
767,-890.0,890.0,9996
768,-890.0,890.0,9996
769,-890.0,890.0,9996
770,-890.0,890.0,9996
771,-890.0,890.0,9996
772,-890.0,890.0,9996
773,-890.0,890.0,9996
774,-890.0,890.0,9996
775,-890.0,890.0,9996
776,-890.0,890.0,9996
777,-890.0,890.0,9996
778,-929.0,929.0,9996
779,-929.0,929.0,9996
780,-929.0,929.0,9996
781,-929.0,929.0,9996
782,-929.0,929.0,9996
783,-929.0,929.0,9996
784,-929.0,929.0,9996
785,-929.0,929.0,9996
786,-929.0,929.0,9996
787,-929.0,929.0,9996
788,-929.0,929.0,9996
789,-929.0,929.0,9996
790,-929.0,929.0,9996
791,-929.0,929.0,9996
792,-929.0,929.0,9996
793,-929.0,929.0,9996
794,-929.0,929.0,9996
795,-929.0,929.0,9996
796,-929.0,929.0,9996
797,-929.0,929.0,9996
798,-929.0,929.0,9996
799,-929.0,929.0,9996
800,-929.0,929.0,9996
801,-929.0,929.0,9996
802,-929.0,929.0,9996
803,-929.0,929.0,9996
804,-929.0,929.0,9996
805,-929.0,929.0,9996
806,-929.0,929.0,9996
807,-929.0,929.0,9996
808,-929.0,929.0,9996
809,-929.0,929.0,9996
810,-929.0,929.0,9996
811,-929.0,929.0,9996
812,-929.0,929.0,9996
813,-929.0,929.0,9996
814,-929.0,929.0,9996
815,-929.0,929.0,9996
816,-929.0,929.0,9996
817,-929.0,929.0,9996
818,-929.0,929.0,9996
819,-929.0,929.0,9996
820,-929.0,929.0,9996
821,-929.0,929.0,9996
822,-929.0,929.0,9996
823,-929.0,929.0,9996
824,-929.0,929.0,9996
825,-929.0,929.0,9996
826,-929.0,929.0,9996
827,-929.0,929.0,9996
828,-929.0,929.0,9996
829,-929.0,929.0,9996
830,-929.0,929.0,9996
831,-929.0,929.0,9996
832,-929.0,929.0,9996
833,-929.0,929.0,9996
834,-929.0,929.0,9996
835,-929.0,929.0,9996
836,-929.0,929.0,9996
837,-929.0,929.0,9996
838,-929.0,929.0,9996
839,-929.0,929.0,9996
840,-929.0,929.0,9996
841,-929.0,929.0,9996
842,-929.0,929.0,9996
843,-929.0,929.0,9996
844,-929.0,929.0,9996
845,-929.0,929.0,9996
846,-929.0,929.0,9996
847,-929.0,929.0,9996
848,-929.0,929.0,9996
849,-929.0,929.0,9996
850,-929.0,929.0,9996
851,-929.0,929.0,9996
852,-929.0,929.0,9996
853,-929.0,929.0,9996
854,-929.0,929.0,9996
855,-929.0,929.0,9996
856,-929.0,929.0,9996
857,-929.0,929.0,9996
858,-929.0,929.0,9996
859,-929.0,929.0,9996
860,-929.0,929.0,9996
861,-929.0,929.0,9996
862,-929.0,929.0,9996
863,-929.0,929.0,9996
864,-929.0,929.0,9996
865,-929.0,929.0,9996
866,-929.0,929.0,9996
867,-929.0,929.0,9996
868,-929.0,929.0,9996
869,-929.0,929.0,9996
870,-929.0,929.0,9996
871,-929.0,929.0,9996
872,-929.0,929.0,9996
873,-929.0,929.0,9996
874,-929.0,929.0,9996
875,-929.0,929.0,9996
876,-929.0,929.0,9996
877,-929.0,929.0,9996
878,-929.0,929.0,9996
879,-929.0,929.0,9996
880,-929.0,929.0,9996
881,-929.0,929.0,9996
882,-929.0,929.0,9996
883,-929.0,929.0,9996
884,-929.0,929.0,9996
885,-929.0,929.0,9996
886,-929.0,929.0,9996
887,-929.0,929.0,9996
888,-929.0,929.0,9996
889,-929.0,929.0,9996
890,-929.0,929.0,9996
891,-929.0,929.0,9996
892,-929.0,929.0,9996
893,-929.0,929.0,9996
894,-929.0,929.0,9996
895,-929.0,929.0,9996
896,-929.0,929.0,9996
897,-929.0,929.0,9996
898,-929.0,929.0,9996
899,-929.0,929.0,9996
900,-929.0,929.0,9996
901,-929.0,929.0,9996
902,-929.0,929.0,9996
903,-929.0,929.0,9996
904,-929.0,929.0,9996
905,-929.0,929.0,9996
906,-929.0,929.0,9996
907,-929.0,929.0,9996
908,-929.0,929.0,9996
909,-929.0,929.0,9996
910,-929.0,929.0,9996
911,-929.0,929.0,9996
912,-929.0,929.0,9996
913,-929.0,929.0,9996
914,-929.0,929.0,9996
915,-929.0,929.0,9996
916,-929.0,929.0,9996
917,-929.0,929.0,9996
918,-929.0,929.0,9996
919,-929.0,929.0,9996
920,-929.0,929.0,9996
921,-929.0,929.0,9996
922,-929.0,929.0,9996
923,-929.0,929.0,9996
924,-929.0,929.0,9996
925,-929.0,929.0,9996
926,-929.0,929.0,9996
927,-929.0,929.0,9996
928,-929.0,929.0,9996
929,-929.0,929.0,9996
930,-929.0,929.0,9996
931,-929.0,929.0,9996
932,-929.0,929.0,9996
933,-929.0,929.0,9996
934,-929.0,929.0,9996
935,-929.0,929.0,9996
936,-929.0,929.0,9996
937,-929.0,929.0,9996
938,-929.0,929.0,9996
939,-929.0,929.0,9996
940,-929.0,929.0,9996
941,-929.0,929.0,9996
942,-929.0,929.0,9996
943,-929.0,929.0,9996
944,-929.0,929.0,9996
945,-929.0,929.0,9996
946,-929.0,929.0,9996
947,-929.0,929.0,9996
948,-929.0,929.0,9996
949,-929.0,929.0,9996
950,-929.0,929.0,9996
951,-929.0,929.0,9996
952,-929.0,929.0,9996
953,-929.0,929.0,9996
954,-929.0,929.0,9996
955,-929.0,929.0,9996
956,-929.0,929.0,9996
957,-929.0,929.0,9996
958,-929.0,929.0,9996
959,-929.0,929.0,9996
960,-929.0,929.0,9996
961,-929.0,929.0,9996
962,-929.0,929.0,9996
963,-929.0,929.0,9996
964,-929.0,929.0,9996
965,-929.0,929.0,9996
966,-929.0,929.0,9996
967,-929.0,929.0,9996
968,-929.0,929.0,9996
