lucro_total,staff_total,baltimore_pr_Sun,baltimore_hr_x_Sun,baltimore_hr_j_Sun,baltimore_pr_Mon,baltimore_hr_x_Mon,baltimore_hr_j_Mon,baltimore_pr_Tue,baltimore_hr_x_Tue,baltimore_hr_j_Tue,baltimore_pr_Wed,baltimore_hr_x_Wed,baltimore_hr_j_Wed,baltimore_pr_Thu,baltimore_hr_x_Thu,baltimore_hr_j_Thu,baltimore_pr_Fri,baltimore_hr_x_Fri,baltimore_hr_j_Fri,baltimore_pr_Sat,baltimore_hr_x_Sat,baltimore_hr_j_Sat,lancaster_pr_Sun,lancaster_hr_x_Sun,lancaster_hr_j_Sun,lancaster_pr_Mon,lancaster_hr_x_Mon,lancaster_hr_j_Mon,lancaster_pr_Tue,lancaster_hr_x_Tue,lancaster_hr_j_Tue,lancaster_pr_Wed,lancaster_hr_x_Wed,lancaster_hr_j_Wed,lancaster_pr_Thu,lancaster_hr_x_Thu,lancaster_hr_j_Thu,lancaster_pr_Fri,lancaster_hr_x_Fri,lancaster_hr_j_Fri,lancaster_pr_Sat,lancaster_hr_x_Sat,lancaster_hr_j_Sat,philadelphia_pr_Sun,philadelphia_hr_x_Sun,philadelphia_hr_j_Sun,philadelphia_pr_Mon,philadelphia_hr_x_Mon,philadelphia_hr_j_Mon,philadelphia_pr_Tue,philadelphia_hr_x_Tue,philadelphia_hr_j_Tue,philadelphia_pr_Wed,philadelphia_hr_x_Wed,philadelphia_hr_j_Wed,philadelphia_pr_Thu,philadelphia_hr_x_Thu,philadelphia_hr_j_Thu,philadelphia_pr_Fri,philadelphia_hr_x_Fri,philadelphia_hr_j_Fri,philadelphia_pr_Sat,philadelphia_hr_x_Sat,philadelphia_hr_j_Sat,richmond_pr_Sun,richmond_hr_x_Sun,richmond_hr_j_Sun,richmond_pr_Mon,richmond_hr_x_Mon,richmond_hr_j_Mon,richmond_pr_Tue,richmond_hr_x_Tue,richmond_hr_j_Tue,richmond_pr_Wed,richmond_hr_x_Wed,richmond_hr_j_Wed,richmond_pr_Thu,richmond_hr_x_Thu,richmond_hr_j_Thu,richmond_pr_Fri,richmond_hr_x_Fri,richmond_hr_j_Fri,richmond_pr_Sat,richmond_hr_x_Sat,richmond_hr_j_Sat
581.0,72,0.0839,0,0,0.0083,3,0,0.0062,3,0,0.0035,3,0,0.0105,3,0,0.0015,3,0,0.0108,0,0,0.073,0,0,0.0172,3,0,0.0242,4,0,0.015,2,0,0.0245,2,0,0.0167,3,0,0.0457,0,0,0.0577,0,0,0.0746,2,1,0.0056,3,0,0.145,4,0,0.0086,2,1,0.0911,2,0,0.1567,0,0,0.0086,0,0,0.0386,4,1,0.0356,4,2,0.0383,3,2,0.0001,4,2,0.0044,4,2,0.0347,0,0
539.0,71,0.0839,0,0,0.0083,3,0,0.0062,3,0,0.0035,3,0,0.0105,3,0,0.0015,3,0,0.0108,0,0,0.073,0,0,0.0172,3,0,0.0242,4,0,0.015,2,0,0.0245,2,0,0.0167,3,0,0.0457,0,0,0.0577,0,0,0.0746,2,1,0.0056,3,0,0.145,4,0,0.0086,2,1,0.0911,1,0,0.1567,0,0,0.0086,0,0,0.0386,4,1,0.0356,4,2,0.0383,3,2,0.0001,4,2,0.0043,4,2,0.0347,0,0
498.0,70,0.0839,0,0,0.0083,3,0,0.0062,3,0,0.0035,3,0,0.0105,4,0,0.0023,3,0,0.0094,0,0,0.0737,0,0,0.017,3,0,0.0242,4,0,0.0157,2,0,0.0245,2,0,0.0167,3,0,0.0457,0,0,0.0577,0,0,0.0746,2,1,0.0056,3,1,0.145,1,0,0.0086,2,1,0.027,2,0,0.1567,0,0,0.0086,0,0,0.0386,4,1,0.0356,4,2,0.0383,3,2,0.0001,4,2,0.0044,4,1,0.0347,0,0
453.0,69,0.0839,0,0,0.0083,3,0,0.0062,3,0,0.0035,3,0,0.0105,4,0,0.0023,3,0,0.0094,0,0,0.0737,0,0,0.017,3,0,0.0242,4,0,0.0157,2,0,0.0242,2,0,0.0167,3,0,0.0457,0,0,0.0577,0,0,0.0746,2,1,0.0056,3,1,0.145,1,0,0.0086,2,1,0.0325,1,0,0.1567,0,0,0.0086,0,0,0.0386,4,1,0.0356,4,2,0.0383,3,2,0.0001,4,2,0.0044,4,1,0.0347,0,0
416.0,68,0.0825,0,0,0.0065,3,0,0.0062,3,0,0.0033,3,0,0.0105,4,0,0.0023,3,0,0.0108,0,0,0.0731,0,0,0.0172,3,0,0.0242,4,0,0.0157,2,0,0.0316,2,0,0.0167,3,0,0.0427,0,0,0.0577,0,0,0.0746,1,1,0.0054,3,0,0.145,1,0,0.0076,2,1,0.027,2,0,0.0249,0,0,0.0185,0,0,0.0386,4,1,0.0351,4,2,0.0384,3,1,0.0001,4,2,0.002,4,2,0.0844,0,0
367.0,67,0.0825,0,0,0.0065,3,0,0.0062,3,0,0.0033,3,0,0.0105,4,0,0.0023,3,0,0.0108,0,0,0.0731,0,0,0.0172,3,0,0.0242,4,0,0.0157,2,0,0.0316,2,0,0.0167,3,0,0.0427,0,0,0.0577,0,0,0.0746,1,1,0.0054,3,0,0.145,1,0,0.0076,2,1,0.027,2,0,0.0289,0,0,0.0185,0,0,0.0386,4,1,0.0351,4,2,0.0384,3,1,0.0001,4,2,0.0017,4,1,0.0832,0,0
323.0,66,0.0825,0,0,0.0065,3,0,0.0062,3,0,0.0033,3,0,0.0105,4,0,0.0023,3,0,0.0108,0,0,0.0731,0,0,0.0172,3,0,0.0242,4,0,0.0157,2,0,0.0316,2,0,0.0167,3,0,0.0427,0,0,0.0577,0,0,0.0746,1,1,0.0054,3,0,0.145,1,0,0.0076,2,1,0.027,1,0,0.0289,0,0,0.0185,0,0,0.0386,4,1,0.0351,4,2,0.0384,3,1,0.0001,4,2,0.0017,4,1,0.0832,0,0
283.0,65,0.125,0,0,0.0062,3,0,0.0056,3,0,0.0035,3,0,0.0106,3,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0183,3,0,0.0242,5,0,0.0149,2,0,0.0246,2,0,0.0168,3,0,0.1036,0,0,0.0577,0,0,0.071,1,2,0.0056,3,0,0.1453,1,0,0.006,2,1,0.0328,1,0,0.1588,0,0,0.0184,0,0,0.0387,4,0,0.0352,4,0,0.0382,3,1,0.0001,4,2,0.0044,4,2,0.0752,0,0
228.0,64,0.0826,0,0,0.0079,3,0,0.0062,3,0,0.0033,3,0,0.0105,3,0,0.0056,3,0,0.0108,0,0,0.0731,0,0,0.0277,3,0,0.0242,4,0,0.015,2,0,0.0248,2,0,0.0167,3,0,0.0427,0,0,0.0577,0,0,0.0746,1,1,0.0054,3,0,0.145,1,0,0.0076,2,1,0.027,1,0,0.1479,0,0,0.0185,0,0,0.0386,4,0,0.0351,4,2,0.0384,3,1,0.0001,4,2,0.0018,4,1,0.0833,0,0
196.0,63,0.1306,0,0,0.0062,3,0,0.0056,3,0,0.0033,3,0,0.0074,2,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0205,4,0,0.0149,2,0,0.0246,2,0,0.0168,3,0,0.1036,0,0,0.0577,0,0,0.0746,2,1,0.0056,3,0,0.145,1,0,0.0059,2,1,0.022,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0382,3,1,0.0001,4,2,0.0019,4,2,0.0743,0,0
151.0,62,0.1306,0,0,0.0062,3,0,0.0056,3,0,0.0032,3,0,0.0074,2,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0205,4,0,0.0149,2,0,0.0246,2,0,0.0168,3,0,0.1036,0,0,0.0577,0,0,0.0746,1,1,0.0056,3,0,0.145,1,0,0.0059,2,1,0.022,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0382,3,1,0.0001,4,2,0.0019,4,2,0.0743,0,0
99.0,61,0.1257,0,0,0.0062,3,0,0.0056,3,0,0.0071,3,0,0.0074,2,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0242,4,0,0.0149,2,0,0.0246,2,0,0.0168,3,0,0.1036,0,0,0.0577,0,0,0.0746,1,1,0.0056,3,0,0.1455,1,0,0.0607,0,1,0.022,2,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0382,3,1,0.0001,4,2,0.0019,4,2,0.0739,0,0
55.0,60,0.1257,0,0,0.0062,3,0,0.0056,2,0,0.0035,3,0,0.0106,0,0,0.0015,4,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0206,4,0,0.015,2,0,0.0246,2,0,0.0168,3,0,0.1036,0,0,0.0576,0,0,0.0746,1,1,0.0056,3,0,0.1454,1,0,0.0059,0,1,0.0911,1,0,0.1588,0,0,0.0184,0,0,0.0385,4,0,0.0352,4,2,0.0383,3,1,0.0003,4,2,0.0019,4,2,0.0344,0,0
7.0,59,0.1092,0,0,0.0062,3,0,0.0056,2,0,0.0071,3,0,0.0106,2,0,0.0023,3,0,0.0094,0,0,0.0691,0,0,0.0169,3,0,0.0242,4,0,0.015,2,0,0.0246,2,0,0.0168,3,0,0.1008,0,0,0.0577,0,0,0.0739,1,1,0.0054,3,0,0.1454,1,0,0.0597,0,1,0.0221,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0383,3,1,0.0003,4,2,0.0019,4,2,0.0739,0,0
-38.0,58,0.1257,0,0,0.0062,3,0,0.0056,3,0,0.0071,3,0,0.0076,0,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0242,4,0,0.0149,2,0,0.0246,2,0,0.0168,3,0,0.1029,0,0,0.0577,0,0,0.071,1,1,0.0056,3,0,0.1455,1,0,0.0593,0,1,0.022,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0383,3,1,0.0001,4,2,0.0019,4,2,0.0357,0,0
-86.0,57,0.1257,0,0,0.0079,0,0,0.0056,3,0,0.0035,3,0,0.0106,0,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0206,4,0,0.015,2,0,0.0246,2,0,0.0168,3,0,0.1036,0,0,0.0576,0,0,0.0746,1,1,0.0056,3,0,0.1454,1,0,0.0059,0,1,0.0911,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,2,0.0383,3,1,0.0001,4,2,0.0019,4,2,0.0344,0,0
-131.0,56,0.1257,0,0,0.0062,3,0,0.0056,3,0,0.0032,1,0,0.0106,0,0,0.0015,3,0,0.0094,0,0,0.0691,0,0,0.0169,3,0,0.0242,4,0,0.015,2,0,0.0246,2,0,0.0168,3,0,0.0462,0,0,0.0577,0,0,0.0739,1,1,0.0056,3,0,0.1454,1,0,0.0597,0,1,0.0274,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0382,3,1,0.0003,4,2,0.0019,4,2,0.0739,0,0
-178.0,55,0.1257,0,0,0.0062,3,0,0.0056,2,0,0.0032,1,0,0.0106,0,0,0.0015,3,0,0.0094,0,0,0.0691,0,0,0.0169,3,0,0.0242,4,0,0.015,2,0,0.0246,2,0,0.0168,3,0,0.0462,0,0,0.0577,0,0,0.0739,1,1,0.0056,3,0,0.1454,1,0,0.0597,0,1,0.0274,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0382,3,1,0.0003,4,2,0.0019,4,2,0.0739,0,0
-224.0,54,0.0824,0,0,0.0062,0,0,0.0056,2,0,0.0033,3,0,0.0106,0,0,0.0015,3,0,0.0094,0,0,0.0144,0,0,0.0169,3,0,0.0206,4,0,0.015,2,0,0.0246,2,0,0.0167,3,0,0.1036,0,0,0.0576,0,0,0.0746,1,1,0.0056,3,0,0.1454,1,0,0.0059,0,1,0.0911,1,0,0.1588,0,0,0.0184,0,0,0.0384,4,0,0.0352,4,0,0.0383,3,1,0.0001,4,2,0.0019,4,2,0.0344,0,0
-274.0,53,0.1253,0,0,0.008,0,0,0.0061,2,0,0.0032,3,0,0.0105,2,0,0.0054,3,0,0.0101,0,0,0.0713,0,0,0.0169,3,0,0.0242,4,0,0.015,2,0,0.0239,2,0,0.0168,3,0,0.1036,0,0,0.0599,0,0,0.0745,1,1,0.0056,1,0,0.1454,1,0,0.0591,0,1,0.0249,1,0,0.154,0,0,0.0141,0,0,0.0397,4,0,0.0356,4,0,0.0382,3,1,0.0005,4,2,0.0014,4,1,0.0735,0,0
-325.0,52,0.1253,0,0,0.0078,0,0,0.0061,2,0,0.0032,3,0,0.0074,2,0,0.0055,1,0,0.0108,0,0,0.0737,0,0,0.0169,3,0,0.0242,4,0,0.0158,2,0,0.0245,2,0,0.0168,3,0,0.1036,0,0,0.0599,0,0,0.0745,1,1,0.0056,3,0,0.1454,1,0,0.0564,0,1,0.0248,1,0,0.1609,0,0,0.0091,0,0,0.0386,4,0,0.0351,4,0,0.0383,3,1,0.0005,4,1,0.0044,4,1,0.0737,0,0
-370.0,51,0.1253,0,0,0.0062,0,0,0.0061,2,0,0.0032,3,0,0.0105,2,0,0.0054,1,0,0.0101,0,0,0.0737,0,0,0.0169,3,0,0.0242,4,0,0.0158,2,0,0.0239,2,0,0.0168,3,0,0.1036,0,0,0.0599,0,0,0.0745,1,1,0.0056,1,0,0.1454,1,0,0.0591,0,1,0.0249,1,0,0.154,0,0,0.0141,0,0,0.0397,4,0,0.0351,4,0,0.0382,3,1,0.0005,4,2,0.0044,4,1,0.0737,0,0
-422.0,50,0.1253,0,0,0.008,0,0,0.0061,2,0,0.0032,3,0,0.0105,2,0,0.0054,1,0,0.0101,0,0,0.0737,0,0,0.0169,3,0,0.0242,4,0,0.015,2,0,0.0239,2,0,0.0168,3,0,0.1036,0,0,0.0599,0,0,0.0745,1,1,0.0056,1,0,0.1454,1,0,0.0591,0,1,0.0249,1,0,0.154,0,0,0.0141,0,0,0.0397,4,0,0.0351,4,0,0.0382,3,1,0.0005,3,2,0.0014,4,1,0.0735,0,0
-467.0,49,0.1128,0,0,0.0061,0,0,0.0061,2,0,0.0033,3,0,0.0105,0,0,0.0023,1,0,0.0108,0,0,0.0737,0,0,0.0169,3,0,0.0242,4,0,0.0157,3,0,0.0248,2,0,0.0167,3,0,0.1035,0,0,0.0577,0,0,0.0545,1,1,0.0056,1,0,0.1454,1,0,0.0593,0,1,0.021,1,0,0.0145,0,0,0.0185,0,0,0.0387,4,0,0.0351,3,0,0.0383,3,1,0.0005,4,2,0.0017,4,1,0.0731,0,0
-517.0,48,0.1128,0,0,0.0061,0,0,0.0061,2,0,0.0033,3,0,0.0105,0,0,0.0023,1,0,0.0108,0,0,0.0737,0,0,0.0169,3,0,0.0242,4,0,0.0157,2,0,0.0248,2,0,0.0167,3,0,0.1035,0,0,0.0577,0,0,0.0712,1,1,0.0056,1,0,0.1455,1,0,0.0593,0,1,0.021,1,0,0.0145,0,0,0.0185,0,0,0.0387,4,0,0.0351,3,0,0.0383,3,1,0.0005,4,2,0.0017,4,1,0.0731,0,0
-571.0,47,0.1128,0,0,0.0061,0,0,0.0061,2,0,0.0033,3,0,0.0105,0,0,0.0023,1,0,0.0108,0,0,0.0737,0,0,0.0169,3,0,0.0242,4,0,0.0157,2,0,0.0248,2,0,0.0167,3,0,0.1036,0,0,0.0577,0,0,0.0712,1,1,0.0056,1,0,0.1437,1,0,0.0593,0,1,0.021,1,0,0.1502,0,0,0.0185,0,0,0.0387,4,0,0.0356,3,0,0.0383,3,1,0.0005,4,2,0.0017,3,1,0.0742,0,0
