Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,7907.073913043478,12539.602626514867,20.97966307211546,21.908649268019513,A_Temporal_Base
Linear Regression,7924.776744217069,10108.105514941108,22.55568077731832,21.95769966561266,A_Temporal_Base
Random Forest,24996.00152173913,26050.17583353633,75.21221638152436,69.25806391404772,A_Temporal_Base
Holt-Winters,8463.550997614362,11435.497506783582,21.913654343154327,23.450516892583163,A_Temporal_Base
Prophet,6997.041464565933,9774.901644817437,17.882271339884976,19.38716256440813,A_Temporal_Base
SARIMAX,12827.007328808118,14131.969177496057,37.84031417754214,35.54063207397107,A_Temporal_Base
Ensemble (Top-3 Experts),6129.847534921401,8803.484480648354,15.755282834721832,16.984371359864454,A_Temporal_Base
