Feature,Importance
customers_lag_1,0.4768017154990248
customers_lag_7,0.1981092979700026
day_of_week,0.12055868744998804
sales_roll_mean_7,0.10299949768530284
sales_lag_7,0.056653696305805266
month,0.04487710508987632
