Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,52.71333333333334,132.29718584538634,36.82622214337059,42.40721287086578,B_Sales_Dynamics
Linear Regression,37.80496830080565,76.89953116799695,29.13763879753703,30.413620936675056,B_Sales_Dynamics
Random Forest,159.59677463768114,171.26892088661498,171.55380176765854,128.3935954640901,B_Sales_Dynamics
Holt-Winters,73.54904205452677,111.68421903353547,63.55750676716364,59.16927816215838,B_Sales_Dynamics
Prophet,52.72430895527986,75.96564204841542,46.82292540493337,42.41604262051058,B_Sales_Dynamics
SARIMAX,52.372729844198325,83.42444132898025,38.66087813558106,42.13320165292645,B_Sales_Dynamics
Ensemble (Top-3 Experts),40.145166456025734,70.43410426756317,30.54044045879242,32.29628088346446,B_Sales_Dynamics
