Date,Actual,Seasonal Naive,Linear Regression,Random Forest,Holt-Winters,Prophet,SARIMAX,Ensemble (Top-3 Experts)
2014-01-28,82.0,74.0,54.52280514615188,264.98,1.618099745461933,32.660322456057656,15.41046747082757,34.1978650243457
2014-01-29,82.0,85.0,77.86008235506046,263.24,23.865404585760643,99.4191911968525,43.06452077745485,73.4479314431226
2014-01-30,79.0,77.0,95.13188712019863,268.27,34.1800733230397,95.29286696710824,67.39806402672932,85.9409393713454
2014-01-31,90.0,122.0,117.63585912421198,241.84,88.7740753263105,141.35700280697142,110.32910082737365,123.107320919519
2014-02-01,160.0,165.0,157.12709593148352,382.04,234.6664418835046,276.7998939591797,249.54684596523091,227.8246119519647
2014-02-02,90.0,150.0,202.01708798926617,213.4,153.22335697032554,148.41157783689692,153.31648741190912,167.9150510793574
2014-02-03,73.0,74.0,44.4778329688379,266.25,69.87574644403271,72.8222827970389,84.44699104982874,67.24903560523518
2014-02-04,62.13,82.0,54.7486126134357,264.4,-0.02808706109183845,40.65964008902213,16.714300422690613,37.37418437504948
2014-02-05,62.13,82.0,65.37052503461743,334.57,22.219217779206886,98.05803676361907,42.83356985567809,68.7540438846382
2014-02-06,64.0,79.0,83.98564818373416,327.66,32.53388651648594,93.39379101593501,68.51564869577486,81.96502929848134
2014-02-07,103.0,90.0,107.9459476357633,326.24,87.12788851975672,141.66359650653766,115.75163611254396,121.78706008494832
2014-02-08,192.0,160.0,151.70821731382986,388.06,233.02025507695083,277.73042618153806,245.61830282578794,225.01898210705198
2014-02-09,136.0,90.0,211.6454393988798,245.66,151.57717016377177,160.41919651002607,159.9437974481479,177.33614445235125
2014-02-10,69.0,73.0,61.146860941067615,237.14,68.22955963747894,82.23220240880674,91.00209634682655,78.12705323223362
2014-02-11,89.0,62.13,45.439555537085766,265.25,-1.6742738676455957,21.16599856981628,16.842946142007392,27.81616674963648
2014-02-12,94.0,62.13,78.11214257890893,269.72,20.57303097265313,94.28990085555202,51.322767388562355,74.57493694100776
2014-02-13,125.0,64.0,105.30482472781173,270.58,30.887699709932185,93.02396175379951,79.86648512842653,92.73175720334592
2014-02-14,166.0,103.0,138.85431426511863,265.21,85.48170171320297,158.19840864502692,127.46133611951831,141.5046863432213
2014-02-15,617.0,192.0,187.15590616012776,301.83,231.37406827039706,294.7137776526943,257.70755353560696,246.52574578280965
2014-02-16,544.0,136.0,451.6776596002443,452.1042,149.930983357218,378.6992718871885,240.39200905898764,356.9229801821402
2014-02-17,419.0,69.0,274.12312130593614,408.61,66.58337283092519,284.2470401586537,167.8139909107377,242.06138412510919
2014-02-18,64.0,89.0,234.8428826447969,258.74,-3.320460674199353,178.04239801196542,86.83553759424254,166.5736060836683
2014-02-19,82.0,94.0,65.85324586739979,184.18,18.92684416609937,37.15042707562442,54.500716426373444,52.501463123132545
2014-02-20,66.0,125.0,88.27607043259323,104.38,29.241512903378414,39.063941932070506,79.1991195221519,68.84637729560522
2014-02-21,88.0,166.0,107.72360292422897,168.18,83.83551490664921,79.92179728848551,122.04328241655301,103.22956087642251
2014-02-22,159.0,617.0,168.52978850988404,262.0271,229.72788146384332,197.36859420619183,226.8998929209074,197.59942521232776
2014-02-23,107.0,544.0,222.6502421535367,209.99129999999997,148.28479655066423,88.48317484055494,135.05141636047162,148.7282777848544
2014-02-24,62.13,419.0,74.46151891427387,120.2271,64.93718602437143,38.25075456987234,70.07183719687828,60.92803689367483
2014-02-25,63.0,64.0,49.91234552042749,334.83,-4.96664748075311,13.352699458026194,16.892048488360473,26.71903115560472
2014-02-26,66.0,82.0,73.69888120000773,334.57,17.2806573595456,78.92681248456141,45.85277852190095,66.15949073549002
2014-02-27,62.13,66.0,84.79105742273055,291.54,27.595326096824657,73.21200574941727,70.35991891476088,76.12099402896956
2014-02-28,79.0,88.0,110.43785226301725,326.4,82.18932810009545,119.86088171454567,116.92338400845097,115.74070599533796
2014-03-01,136.0,159.0,136.94883254444701,363.49,228.08169465728955,247.1716899474186,251.46484289377247,211.86178846187934
2014-03-02,109.0,107.0,184.9985270463262,260.71,146.63860974411048,108.41861295795977,161.1151047120357,151.51074823877389
2014-03-03,65.0,62.13,49.50834364560703,266.24,63.29099921781767,50.3633500881799,98.31791352735586,66.06320242038093
2014-03-04,63.0,63.0,46.81834509575495,334.88,-6.612834287306882,-0.32290927821257753,27.67662451468324,24.724020110741872
2014-03-05,67.0,66.0,76.93639546596091,335.29,15.634470552991843,62.26009290601195,60.59294585044868,66.5964780741405
2014-03-06,73.0,62.13,88.3137936022056,276.66,25.9491392902709,56.27726499791784,83.94759646643674,76.1795516888534
2014-03-07,86.0,79.0,129.57663084005483,264.96,80.54314129354168,106.14235317019379,137.13089484780147,124.28329295268337
2014-03-08,154.0,136.0,155.74523424472184,370.84,226.4355078507358,229.1858418545553,261.23773521102885,215.38960377010198
