Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,52.71333333333334,132.29718584538634,36.82622214337059,42.40721287086578,B_Sales_Dynamics
Linear Regression,37.80496830080565,76.89953116799698,29.13763879753696,30.413620936675056,B_Sales_Dynamics
Random Forest,159.59677463768114,171.26892088661498,171.55380176765854,128.3935954640901,B_Sales_Dynamics
Holt-Winters,73.04203857794812,111.28466771102552,62.95558637500498,58.76140024972245,B_Sales_Dynamics
Prophet,52.733549326147156,75.9696518431573,46.8329074262367,42.4234763825134,B_Sales_Dynamics
SARIMAX,55.146807408821694,88.10490978190197,39.384376708187666,44.36491212092841,B_Sales_Dynamics
Ensemble (Top-3 Experts),40.98145899372154,71.32204184839323,30.641905931925713,32.969067698976964,B_Sales_Dynamics
