Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,27.22463768115942,68.81620659303353,36.84545984273935,42.39210155148096,B_Sales_Dynamics
Linear Regression,17.840183527013494,39.24333921678694,25.48749579268435,27.77935488550479,B_Sales_Dynamics
Random Forest,22.772032608695653,35.42212332496949,47.82677759589614,35.458849083215796,B_Sales_Dynamics
Holt-Winters,27.238577411502522,52.06403848625169,39.666993439486866,42.41380742214215,B_Sales_Dynamics
Prophet,21.693784618852646,35.101713881329395,36.26155826984736,33.77988465333331,B_Sales_Dynamics
SARIMAX,43.39227329953421,67.59785506674068,68.55046417563625,67.56709410816046,B_Sales_Dynamics
Ensemble (Top-3 Experts),17.995109891059347,32.31071799687823,31.537150529043235,28.02059424503458,B_Sales_Dynamics
