Feature,Importance
customers_lag_1,0.4181697579986025
customers_lag_7,0.1628265155478119
day_of_week,0.1379906254888176
sales_roll_mean_7,0.11150591590181261
sales_lag_7,0.10620208995975355
month,0.06330509510320183
