Feature,Importance
sales_lag_1,0.35165633765434895
month,0.15505914834170906
sales_lag_7,0.0982740307937677
sales_roll_mean_7,0.0874048106370136
sales_lag_6,0.058017362248170855
sales_lag_3,0.05608816359640789
sales_lag_5,0.04553740611256927
sales_lag_2,0.04553022073863932
sales_roll_std_7,0.03650334846927828
day_of_week,0.03454779175017609
sales_lag_4,0.031381379657919053
