Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,6277.477971014492,9644.063193956932,21.181607098605994,21.890044791798577,B_Sales_Dynamics
Linear Regression,4102.316764392464,6239.017496927711,14.13499200439314,14.305091652625082,B_Sales_Dynamics
Random Forest,7385.3474630434785,8588.593069849636,27.84807545510337,25.7532702648244,B_Sales_Dynamics
Holt-Winters,4593.809743951222,6944.985743704754,14.835414208072256,16.018965183854224,B_Sales_Dynamics
Prophet,4219.005603067024,6113.939808285167,13.906968714073455,14.711994538956718,B_Sales_Dynamics
SARIMAX,4298.524409386743,6024.155526201462,14.560362924664435,14.989282685592414,B_Sales_Dynamics
Ensemble (Top-3 Experts),3906.6893275084876,5801.397027828112,13.10739468705949,13.622923849620758,B_Sales_Dynamics
