Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,14572.263188405797,22179.585248565265,21.42256845824479,22.146081187523446,C_Context_Expert
Linear Regression,7427.5214046357905,9269.39499433701,11.861165380697843,11.2879166346657,C_Context_Expert
Random Forest,6819.740639855073,8848.6907701582,10.840318746126322,10.364246646893443,C_Context_Expert
Holt-Winters,9627.774179200602,14840.677518566035,13.843855493020667,14.631733305322248,C_Context_Expert
Prophet,8020.09130469299,9563.954842187744,13.321289442870498,12.188470031641852,C_Context_Expert
SARIMAX,7201.5450633885,9027.545227612816,10.94242425332818,10.944490885691872,C_Context_Expert
Ensemble (Top-3 Experts),6647.74813380018,8417.439044403487,10.440997121961782,10.102862402490844,C_Context_Expert
