Feature,Importance
sales_lag_1,0.5058086347728644
sales_roll_mean_7,0.20648729013062495
sales_lag_7,0.1408631982537652
sales_roll_std_7,0.05897890261655146
day_of_week,0.04616487244553824
month,0.041697101780655825
