Date,Actual,Seasonal Naive,Linear Regression,Random Forest,Holt-Winters,Prophet,SARIMAX
2014-05-12,31505.0,31095.0,33743.29306345505,57512.89,27153.18429120829,31051.160370320813,32993.20194980977
2014-05-13,31564.0,35453.0,33492.31379347026,49496.23,21066.653229488038,25737.059165497136,33405.14303298349
2014-05-14,35303.0,28961.0,33969.00315038447,50280.34,18373.39584082859,29625.93758220286,33008.238978569294
2014-05-15,28183.0,36191.0,38387.44133852895,50486.67,24318.558324077025,32703.735792918556,37395.77121693817
2014-05-16,38993.0,39915.0,36619.403155689724,51135.69,29180.040680846858,33927.26559344579,43350.6396777657
2014-05-17,33476.0,33740.0,41899.13037756362,62873.530099999996,38092.44929886549,48628.12908032768,43180.102616706514
2014-05-18,37105.0,36898.0,41402.94156051118,52590.58,29923.459918963,33013.90473102936,34997.09664836839
2014-05-19,35208.0,31505.0,33521.40344593652,57512.89,26628.794645645303,32468.85931601776,32010.514920004134
2014-05-20,34508.0,31564.0,34439.24870215285,49505.52,20542.26358392505,27903.23000045417,32797.43804859283
2014-05-21,34898.0,35303.0,36262.019896706006,50322.6,17849.0061952656,30542.030714679175,29238.37439333774
2014-05-22,39580.0,28183.0,37046.9634574486,50462.89,23794.168678514034,32707.114665021385,36082.273250438026
2014-05-23,34627.0,38993.0,42634.57737833944,60345.03,28655.651035283867,36249.001746273076,40603.78643089349
2014-05-24,65615.0,33476.0,41210.488323981874,53552.11,37568.0596533025,44770.28691086634,85506.15703058806
2014-05-25,80678.0,37105.0,55567.414727131574,61698.05,29399.07027340001,43556.239005585856,78346.50104457521
2014-05-26,71236.0,35208.0,53492.114047614676,73205.9902,26104.40500008231,46355.394121671336,77475.13882600906
2014-05-27,27104.28,34508.0,52675.896754447385,59601.18,20017.873938362056,36768.87211142251,37305.84353237053
2014-05-28,32741.0,34898.0,34987.327113895626,40384.24,17324.61654970261,23520.819641864065,31437.73205529698
2014-05-29,28366.0,39580.0,39154.91148463833,41391.75,23269.779032951046,27793.036855213864,38747.72892122675
2014-05-30,36205.0,34627.0,37242.42440691209,42660.1,28131.26138972088,30033.62810735156,46590.099873954176
2014-05-31,33030.0,65615.0,45688.54492647281,52888.8001,37043.67000773951,43023.04214350806,41005.3024826959
2014-06-01,35912.0,80678.0,46326.73920426452,48230.92,28874.680627837017,30741.403161531358,36768.451849583
2014-06-02,31303.0,71236.0,36830.06512060639,49661.2,25580.01535451932,30774.984015515613,29721.10306306305
2014-06-03,31352.0,27104.28,31921.314803433816,51131.35,19493.48429279907,24628.259653287034,34772.68380787583
2014-06-04,31166.0,32741.0,34482.82344840741,52317.1,16800.22690413962,27106.008358787025,32009.38025808628
2014-06-05,29406.0,28366.0,35258.303007046954,52275.82,22745.389387388055,28977.211575480207,37533.587360908685
2014-06-06,31805.0,36205.0,37009.033373956176,52485.11,27606.871744157885,30849.373175069628,45000.49031153241
2014-06-07,34901.0,33030.0,38993.05608225978,54945.29,36519.28036217652,42025.99398100849,45136.428932057934
2014-06-08,28767.0,35912.0,42125.60142243354,54297.35,28350.29098227403,29322.916130483485,34882.86754576935
2014-06-09,27104.28,31303.0,29915.715755220146,51478.53,25055.625708956333,25074.239185893162,35034.82327747761
2014-06-10,27104.28,31352.0,30309.870529959575,51629.19,18969.09464723608,21069.36649133689,38198.28696317665
2014-06-11,38848.0,31166.0,31432.354186548033,52317.1,16275.83725857663,24386.416162552498,31579.256431024583
2014-06-12,35089.0,29406.0,37652.472330142074,62532.9,22220.999741825064,30620.114654639852,38547.79381802911
2014-06-13,39513.0,31805.0,38109.83908118872,51758.31,27082.482098594897,31436.003027478295,46173.8266472207
2014-06-14,36099.0,34901.0,42018.76544404181,62198.53,35994.89071661353,42867.62655394881,44626.39289935106
