ds,trend,weekly,yearly
2014-01-28,42824.008542702926,-3098.972882724448,-4543.748309551337
2014-01-29,42741.28306265467,-2055.3523977152995,-5538.057853572985
2014-01-30,42658.55758260641,-787.3931038450769,-6468.120223589092
2014-01-31,42575.83210255816,103.0634670276038,-7326.126345274988
2014-02-01,42493.106622509906,10147.294160001258,-8105.219596410954
2014-02-02,42410.38114246166,-4403.69147283915,-8799.672929598377
2014-02-03,42327.65566241341,95.05223012451926,-9405.040075219351
2014-02-04,42244.93018236514,-3098.972882716929,-9918.276342272984
2014-02-05,42162.204702316885,-2055.352397687571,-10337.825347895441
2014-02-06,42079.47922226864,-787.393103871347,-10663.66893055294
2014-02-07,41996.75374222038,103.06346700777134,-10897.338511198494
2014-02-08,41914.02826217213,10147.294160000909,-11041.887232686
2014-02-09,41831.30278212387,-4403.69147283623,-11101.823300204973
2014-02-10,41748.577302075624,95.05223012076297,-11083.00603335174
2014-02-11,41665.85182202737,-3098.9728827406293,-10992.507192398594
2014-02-12,41583.12634197912,-2055.352397696666,-10838.441127170723
2014-02-13,41500.40086193085,-787.3931038911741,-10629.768188129317
2014-02-14,41417.675381882604,103.06346701472907,-10376.076609732068
2014-02-15,41334.94990183435,10147.294160000562,-10087.348703458072
2014-02-16,41252.2244217861,-4403.69147283247,-9773.717663259396
2014-02-17,41169.498941737846,95.05223013451648,-9445.221575702752
2014-02-18,41086.77346168959,-3098.97288273311,-9111.561331641948
2014-02-19,41004.047981641335,-2055.352397705762,-8781.869051971164
2014-02-20,40921.32250159309,-787.3931038536007,-8464.493368712318
2014-02-21,40838.597021544825,103.06346698137891,-8166.80745097386
2014-02-22,40755.87154149656,10147.294159998331,-7895.045045749278
2014-02-23,40673.146061448315,-4403.6914728359825,-7654.169032685342
2014-02-24,40590.42058140007,95.05223014996547,-7447.776091492339
2014-02-25,40507.69510135181,-3098.972882753763,-7278.040075590794
2014-02-26,40424.969621303564,-2055.3523977148575,-7145.695604152425
2014-02-27,40342.2441412553,-787.3931038798708,-7050.062257346889
2014-02-28,40259.51866120705,103.06346700185433,-6989.1086182541785
2014-03-01,40176.79318115879,10147.294159997984,-6959.554281850166
2014-03-02,40094.06770111054,-4403.691472839496,-6957.006878766071
2014-03-03,40011.34222106229,95.05223010610364,-6976.1301695563525
2014-03-04,39928.616741014026,-3098.9728827211165,-7010.8383825510855
2014-03-05,39845.89126096578,-2055.352397687129,-7054.5112201015445
2014-03-06,39763.16578091752,-787.3931038709982,-7100.2233658536825
2014-03-07,39680.440300869275,103.06346700217482,-7140.981906674638
2014-03-08,39597.71482082101,10147.294159990019,-7169.964849166968
2014-03-09,39514.98934077276,-4403.691472843008,-7180.753869513659
2014-03-10,39432.2638607245,95.05223010065137,-7167.554588012605
2014-03-11,39349.538380676255,-3098.9728827417703,-7125.3980023123795
2014-03-12,39266.812900628,-2055.352397696224,-7050.317236458122
2014-03-13,39184.087420579745,-787.3931038685682,-6939.494452081346
2014-03-14,39101.36194053149,103.0634670024958,-6791.373603997819
2014-03-15,39018.63646048324,10147.294160003019,-6605.7356817663085
2014-03-16,38935.91098043499,-4403.691472839248,-6383.734134405659
2014-03-17,38853.18550038674,95.05223011610086,-6127.88929771391
2014-03-18,38770.46002033847,-3098.9728827342506,-5842.041800989485
2014-03-19,38687.73454029022,-2055.3523976737574,-5531.266089560387
2014-03-20,38605.009060241966,-787.3931038661382,-5201.746328845351
2014-03-21,38522.28358019372,103.06346698929958,-4860.61802277565
2014-03-22,38439.558100145456,10147.294159995055,-4515.779654136951
2014-03-23,38356.83262009721,-4403.691472842761,-4175.679509306802
2014-03-24,38274.10714004895,95.05223013154936,-3849.0835608569346
2014-03-25,38191.381660000705,-3098.9728827267304,-3544.830828498742
2014-03-26,38108.65617995245,-2055.352397709155,-3271.583006585807
2014-03-27,38025.93069990418,-787.3931038572649,-3037.5753244261414
2014-03-28,37943.20521985593,103.06346700977403,-2850.375589208212
2014-03-29,37860.479739807684,10147.294159994704,-2716.6581509158427
2014-03-30,37777.75425975943,-4403.691472832569,-2641.999130225073
2014-03-31,37695.02877971118,95.05223012609856,-2630.698675496239
2014-04-01,37612.30329966292,-3098.9728827222575,-2685.635279807329
2014-04-02,37529.577819614664,-2055.3523976866873,-2808.1563144042134
2014-04-03,37446.852339566416,-787.3931038483919,-2998.0079456957105
2014-04-04,37364.12685951816,103.06346703024796,-3253.3065268115984
2014-04-05,37281.4013794699,10147.294159994357,-3570.5524221554047
2014-04-06,37198.67589942164,-4403.6914728159445,-3944.686066043743
2014-04-07,37115.950419373396,95.0522301223413,-4369.184906884164
2014-04-08,37033.22493932514,-3098.972882742912,-4836.198778447383
2014-04-09,36950.49945927689,-2055.3523976957836,-5336.720200597505
2014-04-10,36867.77397922863,-787.3931038682186,-5860.7851720405115
2014-04-11,36785.04849918038,103.06346701705176,-6397.699203119741
2014-04-12,36702.32301913212,10147.294159999741,-6936.2826697043865
2014-04-13,36619.59753908387,-4403.691472825889,-7465.129067710489
2014-04-14,36536.87205903562,95.05223011858601,-7972.869424966139
2014-04-15,36454.14657898736,-3098.9728827635663,-8448.435991137712
2014-04-16,36371.42109893911,-2055.352397694355,-8881.318380093933
2014-04-17,36288.69561889086,-787.393103837089,-9261.805579743213
2014-04-18,36205.970138842604,103.06346701737323,-9581.207664227108
2014-04-19,36123.24465879435,10147.294159991778,-9832.051629605508
2014-04-20,36040.519178746086,-4403.691472829401,-10008.246509140079
2014-04-21,35957.79369869784,95.052230134035,-10105.213786543492
2014-04-22,35875.06821864958,-3098.9728827590925,-10119.980089892288
2014-04-23,35792.342738601335,-2055.352397703451,-10051.230187627249
2014-04-24,35709.61725855307,-787.3931038569161,-9899.31939129852
2014-04-25,35626.891778504825,103.06346701769421,-9666.245566838568
2014-04-26,35544.16629845657,10147.29416000478,-9355.582036075359
2014-04-27,35461.44081840832,-4403.6914728256415,-8972.373682824365
2014-04-28,35378.71533836007,95.05223010937794,-8522.999534466757
2014-04-29,35295.9898583118,-3098.9728827515723,-8015.005944331755
2014-04-30,35213.26437826355,-2055.3523977125465,-7456.915229203989
2014-05-01,35130.5388982153,-787.3931038480428,-6858.015200736895
2014-05-02,35047.81341816705,103.06346703816865,-6228.135454359671
2014-05-03,34965.087938118784,10147.29416000255,-5577.416534093424
2014-05-04,34882.36245807054,-4403.691472829155,-4916.0781714877885
2014-05-05,34799.63697802228,95.05223012482645,-4254.192701179787
2014-05-06,34716.91149797403,-3098.972882744053,-3601.4694893581373
2014-05-07,34634.186017925786,-2055.352397721643,-2967.0557845254452
2014-05-08,34551.460537877516,-787.3931038743129,-2359.358826499455
2014-05-09,34468.73505782926,103.06346700481947,-1785.8933482390928
2014-05-10,34386.00957778101,10147.294160009815,-1253.1577975528412
2014-05-11,34303.28409773276,-4403.6914728326665,-766.5417170963746
2014-05-12,34220.55861768451,95.05223012107066,-330.2657781521945
2014-05-13,34137.83313763625,-3098.972882742625,52.645005394041505
2014-05-14,34055.107657588,-2055.3523976939136,380.35532256760507
2014-05-15,33972.382177539745,-787.3931038654398,652.1822452591995
2014-05-16,33889.65669749149,103.06346702529342,868.528794512932
2014-05-17,33806.93121744323,10147.294160001851,1030.7914386791922
2014-05-18,33724.20573739498,-4403.691472836179,1141.2452568787037
2014-05-19,33641.480257346724,95.05223013482465,1202.911064428853
2014-05-20,33558.754777298476,-3098.972882735105,1219.4092202041577
2014-05-21,33476.02929725022,-2055.352397734572,1194.8051086668188
2014-05-22,33393.303817201966,-787.3931038565665,1133.4514052790341
2014-05-23,33310.57833715371,103.0634670256149,1039.8321918769602
2014-05-24,33227.85285710546,10147.294159999625,918.41379167763
2014-05-25,33145.1273770572,-4403.69147283242,773.506850033358
2014-05-26,33062.40189700895,95.05223013106838,609.1437091175462
2014-05-27,32979.67641696069,-3098.9728827557597,428.97452883233274
2014-05-28,32896.95093691244,-2055.3523977121054,236.18491218871966
2014-05-29,32814.22545686419,-787.3931038476933,33.43702373795674
2014-05-30,32731.49997681594,103.06346699890051,-177.16463088550586
2014-05-31,32648.774496767674,10147.294159999274,-394.08244159194004
2014-06-01,32566.04901671942,-4403.6914728295005,-616.330467381396
2014-06-02,32483.32353667117,95.0522301273121,-843.4360829273835
2014-06-03,32400.598056622923,-3098.9728827200665,-1075.3805960811771
2014-06-04,32317.872576574664,-2055.3523976843762,-1312.521619074135
2014-06-05,32235.1470965264,-787.3931038739636,-1555.5005630241888
2014-06-06,32152.421616478154,103.06346699922197,-1805.1390965399648
2014-06-07,32069.6961364299,10147.29415999131,-2062.3287504620716
2014-06-08,31986.970656381647,-4403.691472839445,-2327.9180521294347
2014-06-09,31904.2451763334,95.05223010096005,-2602.601628441927
2014-06-10,31821.519696285137,-3098.9728827437666,-2886.815626168834
2014-06-11,31738.79421623688,-2055.352397693472,-3180.643564069448
