Feature,Importance
customers_lag_1,0.444368631915382
customers_lag_7,0.18521434944629722
day_of_week,0.13110636175970714
sales_roll_mean_7,0.12283993317967373
sales_lag_7,0.07172769480367228
month,0.04474302889526765
