Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,42.35507246376812,106.95681777972463,36.59295687913801,42.27236566138714,B_Sales_Dynamics
Linear Regression,28.46567630451275,61.01953795859515,26.54320831333243,28.41009134318912,B_Sales_Dynamics
Random Forest,34.218724637681156,55.45543733220473,38.830383394036076,34.151905691762494,B_Sales_Dynamics
Holt-Winters,45.86128219291723,82.22513619824768,44.56060345929689,45.77172881046197,B_Sales_Dynamics
Prophet,34.25893242196797,55.53050003143885,36.340275585218315,34.1920349622592,B_Sales_Dynamics
SARIMAX,35.92844245368749,65.26695758134706,30.63523392665129,35.85828493967508,B_Sales_Dynamics
Ensemble (Top-3 Experts),26.639728191610406,51.944617637927806,26.37250929957238,26.58770876142501,B_Sales_Dynamics
