Feature,Importance
Num_Customers,0.5387708131662036
sales_roll_mean_7,0.21397605501700243
sales_lag_1,0.151172746049631
sales_lag_7,0.040297645766326703
Pct_On_Sale,0.04000839362710686
day_of_week,0.011777232437927181
is_holiday,0.0033754236466629894
TouristEvent,0.0006216902891392682
