Store,Experiment,Model,MAE,RMSE,MAPE,NMAE
Richmond,C_Context_Expert,Prophet,12.645310497948714,15.732673296686713,24.175982397609,19.69030012656612
Richmond,C_Context_Expert,SARIMAX,12.335159435727972,16.13774053636632,21.803055066482653,19.207356864659634
Richmond,D_Full_Context,Prophet,12.778313438898206,16.34809300291109,24.15775737882317,19.89740202615461
Richmond,D_Full_Context,Linear Regression,12.539219531740102,16.626470222107642,21.451003532903805,19.52510347396484
Richmond,C_Context_Expert,Linear Regression,13.236714583002726,17.706589830388037,23.532253951310498,20.611188857031042
Richmond,D_Full_Context,SARIMAX,16.484503017794164,21.50518801844614,31.653959825414514,25.668393979752828
Richmond,B_Sales_Dynamics,Ensemble (Top-3 Experts),17.995101783997107,32.31071507631353,31.537132246946832,28.020581621343872
Richmond,B_Sales_Dynamics,Prophet,21.69377344412118,35.101708984639195,36.26153463454859,33.77986725290519
Richmond,B_Sales_Dynamics,Random Forest,22.772032608695653,35.42212332496949,47.82677759589614,35.458849083215796
Richmond,A_Temporal_Base,Random Forest,19.584697584541065,37.37161713981863,30.309337296176647,30.49577733897508
Richmond,A_Temporal_Base,Ensemble (Top-3 Experts),21.00376922090428,37.76628414358987,30.18345094768072,32.70544600829101
Richmond,B_Sales_Dynamics,Linear Regression,17.840183527013522,39.24333921678695,25.487495792684435,27.779354885504837
Richmond,A_Temporal_Base,Prophet,27.708914014819882,42.32549894671274,43.084510548332936,43.146179227589776
Richmond,A_Temporal_Base,Linear Regression,22.599950088799403,44.05750209570464,31.26040579999565,35.19089548382869
Richmond,A_Temporal_Base,SARIMAX,24.777986948847328,44.54932187091344,34.40146789552172,38.58236613755635
Richmond,A_Temporal_Base,Holt-Winters,27.686136371550646,52.391272037165905,40.60172945675733,43.11071164201962
Richmond,B_Sales_Dynamics,Holt-Winters,27.686136371550646,52.391272037165905,40.60172945675733,43.11071164201962
Richmond,C_Context_Expert,Holt-Winters,27.686136371550646,52.391272037165905,40.60172945675733,43.11071164201962
Richmond,D_Full_Context,Holt-Winters,27.686136371550646,52.391272037165905,40.60172945675733,43.11071164201962
