Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,42.35507246376812,106.95681777972463,36.59295687913801,42.27236566138714,D_Full_Context
Linear Regression,19.52641763606696,26.054444751822004,21.97079001062989,19.48828837620048,D_Full_Context
Random Forest,12.517315942028983,16.39061157182827,15.114100379891093,12.492873363708682,D_Full_Context
Holt-Winters,46.979306728122786,83.14632077144411,46.12996806598138,46.88757017777496,D_Full_Context
Prophet,25.480455879183296,31.476253120669536,32.64928901747782,25.43070016147606,D_Full_Context
SARIMAX,29.340990645164396,36.46599403900831,37.67930543872245,29.283696456445263,D_Full_Context
Ensemble (Top-3 Experts),14.38623685465468,19.599567481376837,16.307108674798197,14.35814483215698,D_Full_Context
