Feature,Importance
Num_Customers,0.5804322064056153
sales_lag_1,0.1532119275211964
sales_roll_mean_7,0.15143135242154934
sales_lag_7,0.05711306997432915
Pct_On_Sale,0.0415032379445927
day_of_week,0.011406489236791797
is_holiday,0.003909409045295726
TouristEvent,0.0009923074506296634
