Feature,Importance
TouristEvent,0.5073204522463712
customers_lag_7,0.17964953092954802
sales_roll_mean_7,0.08402921781317207
Pct_On_Sale,0.08103712056911166
day_of_week,0.04897323062986461
days_to_next_holiday,0.048309655238573654
sales_lag_7,0.047694748670007
is_holiday,0.0029860439033517904
