Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,27.22463768115942,68.81620659303353,36.84545984273935,42.39210155148096,A_Temporal_Base
Linear Regression,22.599950088799684,44.05750209570463,31.26040579999636,35.190895483829124,A_Temporal_Base
Random Forest,19.584697584541065,37.37161713981863,30.309337296176647,30.49577733897508,A_Temporal_Base
Holt-Winters,27.238577411502522,52.06403848625169,39.666993439486866,42.41380742214215,A_Temporal_Base
Prophet,27.672660182467506,42.32732881578629,42.992099746847664,43.08972756198043,A_Temporal_Base
SARIMAX,24.77796814033877,44.549314456736056,34.401420240031946,38.582336850400566,A_Temporal_Base
Ensemble (Top-3 Experts),20.97681325762909,37.760988274397995,30.12143470166817,32.66347226575813,A_Temporal_Base
