Feature,Importance
sales_lag_1,0.4010854296863293
month,0.15733002904667964
sales_roll_mean_7,0.07459233111900716
sales_lag_7,0.06650422577827543
day_of_week,0.05256687759062949
sales_lag_6,0.0494166097378412
sales_lag_2,0.04626656579152193
sales_lag_3,0.0418319389131749
sales_roll_std_7,0.039654422066482585
sales_lag_4,0.03599761124372518
sales_lag_5,0.03475395902633313
