Model,MAE,RMSE,MAPE,Experiment
Seasonal Naive,14572.263188405797,22179.585248565265,21.42256845824479,B_Sales_Dynamics
Linear Regression,9986.204988316396,14634.094743768552,14.466761200809772,B_Sales_Dynamics
Random Forest,9658.183591304347,13977.361625640022,14.479191105960673,B_Sales_Dynamics
Holt-Winters,9627.774179200602,14840.677518566035,13.843855493020667,B_Sales_Dynamics
Prophet,11959.252692477487,14654.930416173682,18.99873222286259,B_Sales_Dynamics
ARIMAX,9459.135461913085,13512.009753177483,13.885249747359596,B_Sales_Dynamics
