Feature,Importance
sales_lag_1,0.4589159019926479
sales_roll_mean_7,0.14991968614400253
month,0.13627751886751277
sales_lag_7,0.13619818233077258
sales_roll_std_7,0.07055162445336009
day_of_week,0.04813708621170418
