Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,27.22463768115942,68.81620659303353,36.84545984273935,42.39210155148096,C_Context_Expert
Linear Regression,13.23671458301133,17.706589830388722,23.532253951334408,20.61118885704444,C_Context_Expert
Random Forest,8.332535507246378,12.831518540921595,14.204890733480067,12.974780253878704,C_Context_Expert
Holt-Winters,27.486640067935177,52.246533368662995,40.186002751444065,42.80007141749003,C_Context_Expert
Prophet,12.643920928949923,15.73139778183913,24.172540210060216,19.688136397123714,C_Context_Expert
SARIMAX,12.344625700675206,16.160719420320163,21.786234028214544,19.22209700076929,C_Context_Expert
Ensemble (Top-3 Experts),8.769900571033439,11.57983895996068,15.231530593145418,13.655811326404677,C_Context_Expert
