Feature,Importance
TouristEvent,0.5373780746187784
customers_lag_7,0.09484071924329156
day_of_week,0.0919481419631288
Pct_On_Sale,0.0874820075721719
sales_roll_mean_7,0.08218061837616107
days_to_next_holiday,0.07453204342905416
sales_lag_7,0.03042832126434086
is_holiday,0.0012100735330732757
