Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,27.22463768115942,68.81620659303353,36.84545984273935,42.39210155148096,B_Sales_Dynamics
Linear Regression,17.840183527013522,39.24333921678695,25.487495792684435,27.779354885504837,B_Sales_Dynamics
Random Forest,22.772032608695653,35.42212332496949,47.82677759589614,35.458849083215796,B_Sales_Dynamics
Holt-Winters,27.686136371550646,52.391272037165905,40.60172945675733,43.11071164201962,B_Sales_Dynamics
Prophet,21.69377344412118,35.101708984639195,36.26153463454859,33.77986725290519,B_Sales_Dynamics
SARIMAX,41.84044113931286,65.7582739234186,65.5485206258779,65.15070101241382,B_Sales_Dynamics
Ensemble (Top-3 Experts),17.995101783997107,32.31071507631353,31.537132246946832,28.020581621343872,B_Sales_Dynamics
