Feature,Importance
sales_lag_1,0.4404961924593855
month,0.1763428848382562
sales_roll_mean_7,0.13157652858285038
sales_lag_7,0.10829185733935616
sales_roll_std_7,0.0750509381874928
day_of_week,0.06824159859265919
