Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,52.71333333333334,132.29718584538634,36.82622214337059,42.40721287086578,D_Full_Context
Linear Regression,42.30881290419805,50.23873738721218,41.913993816812365,34.036907205171865,D_Full_Context
Random Forest,23.999202898550728,29.669041262236462,24.84273382980574,19.307056520487027,D_Full_Context
Holt-Winters,73.04203857794812,111.28466771102552,62.95558637500498,58.76140024972245,D_Full_Context
Prophet,57.16390642700407,68.05691511511237,60.90706962493252,45.98764288061617,D_Full_Context
SARIMAX,42.4688821783847,53.263930217117455,46.31770700037074,34.165680920573124,D_Full_Context
Ensemble (Top-3 Experts),23.592961764195216,30.3220937542881,23.10020968360222,18.98024064351379,D_Full_Context
