Feature,Importance
Num_Customers,0.6251515796511348
sales_roll_mean_7,0.17785820861766533
sales_lag_1,0.0888791587373436
Pct_On_Sale,0.03392051815241609
sales_lag_7,0.033476945441796774
days_to_next_holiday,0.030688541979410556
day_of_week,0.0077811647076866984
is_holiday,0.001989736482676825
TouristEvent,0.00025414622986950013
