Date,Actual,Seasonal Naive,Linear Regression,Random Forest,Holt-Winters,Prophet,SARIMAX,Ensemble (Top-3 Experts)
2014-01-28,63.0,57.0,104.44040035553145,84.35,11.132935498963015,64.50866954884492,42.74202542444478,84.43302330145879
2014-01-29,63.0,66.0,86.14015113912313,87.51,25.076131379027274,62.841205545821964,61.377239485996505,78.83045222831504
2014-01-30,61.0,59.0,90.60390328757617,95.42,32.925484961054956,75.28382607425691,78.20309077151789,87.10257645394437
2014-01-31,69.0,94.0,92.6593819268938,95.65,67.3805046330778,104.66330123800178,112.66002719810285,97.65756105496519
2014-02-01,124.0,127.0,179.1893303649788,140.165,163.15498067896198,212.25117508658172,213.3351457339401,177.20183515052017
2014-02-02,69.0,115.0,166.07851340135642,136.505,108.69504509927509,152.11380012443527,157.13472487938947,151.5657711752639
2014-02-03,56.0,56.0,80.53808505025263,206.79,55.09834108544962,105.04919041701436,106.73850953357635,130.79242515575564
2014-02-04,49.0,63.0,81.22964350090969,66.63,10.207003296034195,63.84446716305824,66.09378443117367,70.56803688798931
2014-02-05,49.0,63.0,83.33844050655671,166.39,24.150199176098454,80.40545443559196,80.18652597552827,110.0446316473829
2014-02-06,50.0,61.0,85.68471342294801,92.75,31.999552758126136,90.04112065488098,87.8059756465934,89.49194469260966
2014-02-07,80.0,69.0,91.29776057774423,125.3,66.45457243014899,125.7201812849291,121.22232384991611,114.1059806208911
2014-02-08,149.0,124.0,172.8643135429058,139.9,162.22904847603314,218.87027990385926,212.1882001006319,177.2115311489217
2014-02-09,106.0,69.0,167.78959299721032,130.83,107.76911289634629,170.53830141256537,160.9095378639572,156.3859648032586
2014-02-10,54.0,56.0,78.1937935807125,63.15,54.1724088825208,111.88188520376826,106.03159516118927,84.40855959482693
2014-02-11,69.0,49.0,81.25097084744145,75.98,9.281071093105375,73.05543511404395,66.92914385232827,76.76213532049513
2014-02-12,73.0,49.0,82.65648041222644,78.65,23.224266973169634,87.20716930777925,80.52110702364135,82.8378832400019
2014-02-13,97.0,50.0,84.0604665951163,80.15,31.073620555197316,93.64276987790225,87.4593444586582,85.95107882433952
2014-02-14,129.0,80.0,87.53013702563362,121.38,65.52864022722017,122.19917723213678,118.8375564906498,110.3697714192568
2014-02-15,480.0,149.0,264.01916716063903,512.9308000000001,161.30311627310434,289.59171553530757,259.1065363774019,355.51389423198225
2014-02-16,424.0,106.0,224.93393972387003,307.97,106.84318069341745,209.10146438524902,189.46869373781618,247.3351347030397
2014-02-17,327.0,54.0,137.74184367082228,276.37,53.24647667959198,155.898658619722,137.40661100552768,190.00350076351478
2014-02-18,49.0,69.0,78.17292429913675,73.02,8.355138890176555,59.70614261515056,64.51543366941782,70.29968897142909
2014-02-19,65.0,73.0,81.68220265892737,75.93,22.298334770240814,72.6840197835778,79.05206101889007,76.76540748083505
2014-02-20,52.0,97.0,81.41014702955123,75.18,30.147688352268496,72.02716831169303,84.19073996831678,76.20577178041475
2014-02-21,69.0,129.0,90.97192851708266,126.72,64.60270802429136,103.05228183836051,118.69004531842049,106.91473678514774
2014-02-22,125.0,480.0,169.7432689717468,159.7644,160.3771840701755,145.7145617639013,196.35205404447538,158.40741024521603
2014-02-23,84.0,424.0,168.42093815921066,123.435,105.91724849048865,96.21065545594827,147.07646977789946,129.35553120505298
2014-02-24,49.0,327.0,76.13995305845528,69.95,52.32054447666316,43.360080836476456,94.13694478760931,63.150011298310574
2014-02-25,49.0,49.0,79.60996681876335,75.68,7.429206687247742,40.61328975807699,66.06908996878971,65.30108552561346
2014-02-26,52.0,65.0,80.99110227322632,67.35,21.372402567311994,48.15498222612342,79.00832299255768,65.49869483311657
2014-02-27,49.0,52.0,81.94755750873992,76.69,29.221756149339676,52.198303568952255,86.26979435549143,70.27862035923073
2014-02-28,62.0,69.0,85.20260275693987,102.3,63.67677582136253,78.57178285066446,118.05397754930098,88.69146186920143
2014-03-01,107.0,125.0,166.05491146714292,143.055,159.4512518672467,203.08664664057318,204.98254145932822,170.73218603590536
2014-03-02,86.0,84.0,154.6292766071573,115.89,104.99131628755981,141.67357870323005,149.79908084384536,137.3976184367958
2014-03-03,51.0,49.0,73.03758258878874,75.99,51.39461227373434,87.34906905925189,100.00107202208802,78.79221721601355
