Feature,Importance
TouristEvent,0.5299773499164226
sales_roll_mean_7,0.12110436274434373
customers_lag_7,0.08915914469694487
day_of_week,0.08560913593354934
Pct_On_Sale,0.06874191860568507
days_to_next_holiday,0.06480542849796805
sales_lag_7,0.03899093224215326
is_holiday,0.0016117273629329518
