Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,94.7268115942029,237.18817941377938,37.014740083893734,41.932413762574704,C_Context_Expert
Linear Regression,44.77332126400174,64.70522584192392,21.354492484209565,19.819662471165678,C_Context_Expert
Random Forest,29.218561594202896,50.926305489453505,12.86510678587931,12.934086914737563,C_Context_Expert
Holt-Winters,94.44316018235195,182.41461624930574,38.10214128020718,41.80685070217079,C_Context_Expert
Prophet,37.55661531619175,50.13085746120344,18.868483081531032,16.625066403657783,C_Context_Expert
SARIMAX,40.63998492369152,57.23729909562053,20.05422068670081,17.98997173498575,C_Context_Expert
Ensemble (Top-3 Experts),29.962205224381243,45.41810399726,14.56339281569798,13.263273254568405,C_Context_Expert
