Feature,Importance
Num_Customers,0.6077637770560341
sales_roll_mean_7,0.19032797681903582
sales_lag_1,0.09696050808398267
sales_lag_7,0.051347609385653026
Pct_On_Sale,0.03917703010287455
day_of_week,0.01272627235715811
is_holiday,0.001376342003207526
TouristEvent,0.00032048419205430194
