Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,94.7268115942029,237.18817941377938,37.014740083893734,41.932413762574704,A_Temporal_Base
Linear Regression,66.10032473629163,152.0280565124535,23.074243753011284,29.26041867171171,A_Temporal_Base
Random Forest,60.94575652173913,136.41626562423252,23.559534284793834,26.97866249832797,A_Temporal_Base
Holt-Winters,94.44316018235195,182.41461624930574,38.10214128020718,41.80685070217079,A_Temporal_Base
Prophet,92.41394423663004,144.85842331871007,41.06912470424919,40.90858419010725,A_Temporal_Base
SARIMAX,68.77057378702214,152.20919111150212,24.568024640265353,30.44244925164951,A_Temporal_Base
Ensemble (Top-3 Experts),67.3088439520721,137.32483795682853,26.001853717361676,29.795389995492975,A_Temporal_Base
