Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,27.22463768115942,68.81620659303353,36.84545984273935,42.39210155148096,C_Context_Expert
Linear Regression,13.236714583021104,17.70658983040216,23.53225395134668,20.61118885705966,C_Context_Expert
Random Forest,8.332535507246378,12.831518540921595,14.204890733480067,12.974780253878704,C_Context_Expert
Holt-Winters,27.238577411502522,52.06403848625169,39.666993439486866,42.41380742214215,C_Context_Expert
Prophet,12.643920928949923,15.73139778183913,24.172540210060216,19.688136397123714,C_Context_Expert
SARIMAX,12.336776712184449,16.148165448907402,21.782782252261658,19.209875162555193,C_Context_Expert
Ensemble (Top-3 Experts),8.769961503442875,11.579689186047348,15.23541771187993,13.655906205643067,C_Context_Expert
