Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,42.35507246376812,106.95681777972463,36.59295687913801,42.27236566138714,C_Context_Expert
Linear Regression,20.767962336462382,27.150925012567477,24.11437667792479,20.727408710724006,C_Context_Expert
Random Forest,13.661214492753624,20.1010765453286,15.841190676480768,13.634538222318652,C_Context_Expert
Holt-Winters,48.848365871249094,84.65543147449573,48.6643904257731,48.752979606801006,C_Context_Expert
Prophet,23.979127434903255,29.277190942698457,30.92118418643243,23.932303363105873,C_Context_Expert
SARIMAX,22.03542839627844,28.42203725757567,25.05028503635317,21.992399787997574,C_Context_Expert
Ensemble (Top-3 Experts),15.433970929559145,19.72532435334733,17.799526081601616,15.403832995437636,C_Context_Expert
