iteration,score,profit,units
585,-33495.0,33495.0,9991
586,-33495.0,33495.0,9991
587,-33495.0,33495.0,9991
588,-33495.0,33495.0,9991
589,-33495.0,33495.0,9991
590,-33495.0,33495.0,9991
591,-33495.0,33495.0,9991
592,-33495.0,33495.0,9991
593,-33495.0,33495.0,9991
594,-33495.0,33495.0,9991
595,-33495.0,33495.0,9991
596,-33495.0,33495.0,9991
597,-33495.0,33495.0,9991
598,-33495.0,33495.0,9991
599,-33495.0,33495.0,9991
600,-33495.0,33495.0,9991
601,-33495.0,33495.0,9991
602,-33495.0,33495.0,9991
603,-33495.0,33495.0,9991
604,-33495.0,33495.0,9991
605,-33495.0,33495.0,9991
606,-33495.0,33495.0,9991
607,-33495.0,33495.0,9991
608,-33495.0,33495.0,9991
609,-33495.0,33495.0,9991
610,-33495.0,33495.0,9991
611,-33495.0,33495.0,9991
612,-33495.0,33495.0,9991
613,-33495.0,33495.0,9991
614,-33495.0,33495.0,9991
615,-33495.0,33495.0,9991
616,-33495.0,33495.0,9991
617,-33495.0,33495.0,9991
618,-33495.0,33495.0,9991
619,-33495.0,33495.0,9991
620,-33495.0,33495.0,9991
621,-33495.0,33495.0,9991
622,-33495.0,33495.0,9991
623,-33495.0,33495.0,9991
624,-33495.0,33495.0,9991
625,-33495.0,33495.0,9991
626,-33495.0,33495.0,9991
627,-33495.0,33495.0,9991
628,-33495.0,33495.0,9991
629,-33495.0,33495.0,9991
630,-33495.0,33495.0,9991
631,-33495.0,33495.0,9991
632,-33565.0,33565.0,9991
633,-33565.0,33565.0,9991
634,-33565.0,33565.0,9991
635,-33565.0,33565.0,9991
636,-33565.0,33565.0,9991
637,-33565.0,33565.0,9991
638,-33565.0,33565.0,9991
639,-33565.0,33565.0,9991
640,-33565.0,33565.0,9991
641,-33565.0,33565.0,9991
642,-33565.0,33565.0,9991
643,-33565.0,33565.0,9991
644,-33565.0,33565.0,9991
645,-33565.0,33565.0,9991
646,-33565.0,33565.0,9991
647,-33565.0,33565.0,9991
648,-33565.0,33565.0,9991
649,-33565.0,33565.0,9991
650,-33565.0,33565.0,9991
651,-33565.0,33565.0,9991
652,-33565.0,33565.0,9991
653,-33565.0,33565.0,9991
654,-33565.0,33565.0,9991
655,-33565.0,33565.0,9991
656,-33565.0,33565.0,9991
657,-33565.0,33565.0,9991
658,-33565.0,33565.0,9991
659,-33565.0,33565.0,9991
660,-33565.0,33565.0,9991
661,-33565.0,33565.0,9991
662,-33565.0,33565.0,9991
663,-33565.0,33565.0,9991
664,-33565.0,33565.0,9991
665,-33565.0,33565.0,9991
666,-33565.0,33565.0,9991
667,-33565.0,33565.0,9991
668,-33565.0,33565.0,9991
669,-33565.0,33565.0,9991
670,-33565.0,33565.0,9991
671,-33565.0,33565.0,9991
672,-33565.0,33565.0,9991
673,-33565.0,33565.0,9991
674,-33565.0,33565.0,9991
675,-33565.0,33565.0,9991
676,-33565.0,33565.0,9991
677,-33565.0,33565.0,9991
678,-33565.0,33565.0,9991
679,-33565.0,33565.0,9991
680,-33565.0,33565.0,9991
681,-33565.0,33565.0,9991
682,-33565.0,33565.0,9991
683,-33565.0,33565.0,9991
684,-33565.0,33565.0,9991
685,-33565.0,33565.0,9991
686,-33565.0,33565.0,9991
687,-33565.0,33565.0,9991
688,-33565.0,33565.0,9991
689,-33565.0,33565.0,9991
690,-33565.0,33565.0,9991
691,-33565.0,33565.0,9991
692,-33565.0,33565.0,9991
693,-33565.0,33565.0,9991
694,-33565.0,33565.0,9991
695,-33565.0,33565.0,9991
696,-33565.0,33565.0,9991
697,-33565.0,33565.0,9991
698,-33565.0,33565.0,9991
699,-33565.0,33565.0,9991
700,-33565.0,33565.0,9991
701,-33565.0,33565.0,9991
702,-33565.0,33565.0,9991
703,-33565.0,33565.0,9991
704,-33565.0,33565.0,9991
705,-33565.0,33565.0,9991
706,-33565.0,33565.0,9991
707,-33565.0,33565.0,9991
708,-33565.0,33565.0,9991
709,-33565.0,33565.0,9991
710,-33565.0,33565.0,9991
711,-33565.0,33565.0,9991
712,-33565.0,33565.0,9991
713,-33565.0,33565.0,9991
714,-33565.0,33565.0,9991
715,-33565.0,33565.0,9991
716,-33565.0,33565.0,9991
717,-33565.0,33565.0,9991
718,-33565.0,33565.0,9991
719,-33565.0,33565.0,9991
720,-33565.0,33565.0,9991
721,-33565.0,33565.0,9991
722,-33565.0,33565.0,9991
723,-33565.0,33565.0,9991
724,-33565.0,33565.0,9991
725,-33565.0,33565.0,9991
726,-33565.0,33565.0,9991
727,-33565.0,33565.0,9991
728,-33565.0,33565.0,9991
729,-33565.0,33565.0,9991
730,-33565.0,33565.0,9991
731,-33565.0,33565.0,9991
732,-33565.0,33565.0,9991
733,-33600.0,33600.0,9998
734,-33600.0,33600.0,9998
735,-33600.0,33600.0,9998
736,-33600.0,33600.0,9998
737,-33600.0,33600.0,9998
738,-33635.0,33635.0,9998
739,-33635.0,33635.0,9998
740,-33635.0,33635.0,9998
741,-33635.0,33635.0,9998
742,-33635.0,33635.0,9998
743,-33635.0,33635.0,9998
744,-33635.0,33635.0,9998
745,-33635.0,33635.0,9998
746,-33635.0,33635.0,9998
747,-33635.0,33635.0,9998
748,-33635.0,33635.0,9998
749,-33635.0,33635.0,9998
750,-33635.0,33635.0,9998
751,-33635.0,33635.0,9998
752,-33635.0,33635.0,9998
753,-33635.0,33635.0,9998
754,-33635.0,33635.0,9998
755,-33635.0,33635.0,9998
756,-33635.0,33635.0,9998
757,-33635.0,33635.0,9998
758,-33635.0,33635.0,9998
759,-33635.0,33635.0,9998
760,-33635.0,33635.0,9998
761,-33635.0,33635.0,9998
762,-33635.0,33635.0,9998
763,-33635.0,33635.0,9998
764,-33635.0,33635.0,9998
765,-33635.0,33635.0,9998
766,-33635.0,33635.0,9998
767,-33635.0,33635.0,9998
768,-33635.0,33635.0,9998
769,-33635.0,33635.0,9998
770,-33635.0,33635.0,9998
771,-33635.0,33635.0,9998
772,-33635.0,33635.0,9998
773,-33635.0,33635.0,9998
774,-33635.0,33635.0,9998
775,-33635.0,33635.0,9998
776,-33635.0,33635.0,9998
777,-33635.0,33635.0,9998
778,-33635.0,33635.0,9998
779,-33635.0,33635.0,9998
780,-33670.0,33670.0,9998
781,-33670.0,33670.0,9998
782,-33670.0,33670.0,9998
783,-33670.0,33670.0,9998
784,-33670.0,33670.0,9998
785,-33670.0,33670.0,9998
786,-33670.0,33670.0,9998
787,-33670.0,33670.0,9998
788,-33670.0,33670.0,9998
789,-33670.0,33670.0,9998
790,-33670.0,33670.0,9998
791,-33670.0,33670.0,9998
792,-33670.0,33670.0,9998
793,-33670.0,33670.0,9998
794,-33670.0,33670.0,9998
795,-33670.0,33670.0,9998
796,-33670.0,33670.0,9998
797,-33670.0,33670.0,9998
798,-33670.0,33670.0,9998
799,-33670.0,33670.0,9998
800,-33670.0,33670.0,9998
801,-33670.0,33670.0,9998
802,-33670.0,33670.0,9998
803,-33670.0,33670.0,9998
804,-33670.0,33670.0,9998
805,-33670.0,33670.0,9998
806,-33670.0,33670.0,9998
807,-33670.0,33670.0,9998
808,-33670.0,33670.0,9998
809,-33670.0,33670.0,9998
810,-33670.0,33670.0,9998
811,-33670.0,33670.0,9998
812,-33670.0,33670.0,9998
813,-33670.0,33670.0,9998
814,-33670.0,33670.0,9998
815,-33670.0,33670.0,9998
816,-33670.0,33670.0,9998
817,-33670.0,33670.0,9998
818,-33670.0,33670.0,9998
819,-33670.0,33670.0,9998
820,-33670.0,33670.0,9998
821,-33670.0,33670.0,9998
822,-33670.0,33670.0,9998
823,-33670.0,33670.0,9998
824,-33670.0,33670.0,9998
825,-33670.0,33670.0,9998
826,-33670.0,33670.0,9998
827,-33670.0,33670.0,9998
828,-33670.0,33670.0,9998
829,-33670.0,33670.0,9998
830,-33670.0,33670.0,9998
831,-33670.0,33670.0,9998
832,-33670.0,33670.0,9998
833,-33670.0,33670.0,9998
834,-33670.0,33670.0,9998
835,-33670.0,33670.0,9998
836,-33670.0,33670.0,9998
837,-33670.0,33670.0,9998
838,-33670.0,33670.0,9998
839,-33670.0,33670.0,9998
840,-33670.0,33670.0,9998
841,-33670.0,33670.0,9998
842,-33670.0,33670.0,9998
843,-33670.0,33670.0,9998
844,-33670.0,33670.0,9998
845,-33670.0,33670.0,9998
846,-33670.0,33670.0,9998
847,-33670.0,33670.0,9998
848,-33670.0,33670.0,9998
849,-33670.0,33670.0,9998
850,-33670.0,33670.0,9998
851,-33670.0,33670.0,9998
852,-33670.0,33670.0,9998
853,-33670.0,33670.0,9998
854,-33670.0,33670.0,9998
855,-33670.0,33670.0,9998
856,-33670.0,33670.0,9998
857,-33670.0,33670.0,9998
858,-33670.0,33670.0,9998
859,-33670.0,33670.0,9998
860,-33670.0,33670.0,9998
861,-33670.0,33670.0,9998
862,-33670.0,33670.0,9998
863,-33670.0,33670.0,9998
864,-33670.0,33670.0,9998
865,-33670.0,33670.0,9998
866,-33670.0,33670.0,9998
867,-33670.0,33670.0,9998
868,-33670.0,33670.0,9998
869,-33670.0,33670.0,9998
870,-33670.0,33670.0,9998
871,-33670.0,33670.0,9998
