Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,94.7268115942029,237.18817941377938,37.014740083893734,41.932413762574704,B_Sales_Dynamics
Linear Regression,61.28329952559071,134.09203275394256,24.06313528132099,27.12808157685455,B_Sales_Dynamics
Random Forest,48.99967101449275,110.65824694025295,21.632782981051534,21.69052715520186,B_Sales_Dynamics
Holt-Winters,94.44316018235195,182.41461624930574,38.10214128020718,41.80685070217079,B_Sales_Dynamics
Prophet,74.72945488182273,120.44045376764309,36.39242939691661,33.08024802713848,B_Sales_Dynamics
SARIMAX,67.12466360783573,156.38293231887548,22.801268693980877,29.713859473442493,B_Sales_Dynamics
Ensemble (Top-3 Experts),52.821460639604084,114.09386731096288,23.27616138753747,23.382306506545415,B_Sales_Dynamics
