Feature,Importance
customers_lag_1,0.41213625020248384
customers_lag_7,0.19731540226566974
sales_roll_mean_7,0.13327769784344748
day_of_week,0.10962396162046958
sales_lag_7,0.0860379237070455
month,0.061608764360883986
