Model,MAE,RMSE,MAPE,NMAE,Experiment
Seasonal Naive,94.7268115942029,237.18817941377938,37.014740083893734,41.932413762574704,D_Full_Context
Linear Regression,46.72168199457006,67.78078050508518,21.316483710776097,20.682137064556755,D_Full_Context
Random Forest,30.261963043478264,48.101047474257726,13.430839810474401,13.395966086591399,D_Full_Context
Holt-Winters,94.96579623676604,182.74916399552254,38.38981124090962,42.03820432752888,D_Full_Context
Prophet,39.116994221356386,55.35001589685598,19.436347076472966,17.315794327216025,D_Full_Context
SARIMAX,61.74334423006346,84.48820595392239,32.683240808383985,27.33172809015505,D_Full_Context
Ensemble (Top-3 Experts),32.62187691301701,49.57889126025088,14.970498514930657,14.440621587564618,D_Full_Context
