ds,trend,weekly,yearly
2014-01-28,225.64170209512073,-29.553331035210892,106.23958441885448
2014-01-29,225.61687560305697,-28.65750720151992,112.06040148427218
2014-01-30,225.59204911099323,-25.63114338288078,118.281355160505
2014-01-31,225.5672226189295,16.76031802972341,124.79432732974381
2014-02-01,225.54239612686575,94.98035909944348,131.48573619204308
2014-02-02,225.517569634802,-23.92964498850098,138.23877929769088
2014-02-03,225.49274314273825,-3.969050520787956,144.93572534211793
2014-02-04,225.4679166506745,-29.553331035166444,151.4602075160059
2014-02-05,225.44309015861077,-28.65750720131689,157.69947145815823
2014-02-06,225.418263666547,-25.63114338308966,163.5465321294491
2014-02-07,225.39343717448327,16.76031802959246,168.9021961805852
2014-02-08,225.3686106824195,94.98035909943991,173.67690956417633
2014-02-09,225.3437841903558,-23.929644988527592,177.79239416970958
2014-02-10,225.31895769829202,-3.9690505208093456,181.18304203863636
2014-02-11,225.2941312062283,-29.553331035310812,183.79704113565012
2014-02-12,225.26930471416452,-28.657507201387798,185.5972125837791
2014-02-13,225.2444782221008,-25.631143383215402,186.5615455777803
2014-02-14,225.21965173003704,16.760318029610954,186.68342272951676
2014-02-15,225.1948252379733,94.98035909943634,185.97153521973954
2014-02-16,225.16999874590954,-23.929644988453145,184.4494936865455
2014-02-17,225.14517225384583,-3.969050520730795,182.15514712406448
2014-02-18,225.12034576178206,-29.553331035266368,179.13962805739936
2014-02-19,225.09551926971832,-28.657507201458703,175.46614777195558
2014-02-20,225.07069277765456,-25.63114338293736,171.20857028921202
2014-02-21,225.04586628559085,16.760318029323525,166.44979799659149
2014-02-22,225.02103979352708,94.98035909941508,161.28000527028624
2014-02-23,224.99621330146334,-23.92964498849988,155.79475901425678
2014-02-24,224.97138680939958,-3.9690505206422264,150.0930667290742
2014-02-25,224.94656031733587,-29.553331035399953,144.2753935003436
2014-02-26,224.9217338252721,-28.657507201529615,138.44168915480537
2014-02-27,224.89690733320836,-25.631143383146238,132.6894657941015
2014-02-28,224.8720808411446,16.76031802949848,127.11196402042891
2014-03-01,224.84725434908086,94.98035909941152,121.79644347618687
2014-03-02,224.82242785701712,-23.929644988546602,116.82262990680698
2014-03-03,224.79760136495338,-3.9690505208935685,112.26134691477316
2014-03-04,224.7727748728896,-29.553331035188275,108.17335600910073
2014-03-05,224.74794838082587,-28.65750720132658,104.60842358297337
2014-03-06,224.7231218887621,-25.63114338307009,101.60462819430577
2014-03-07,224.6982953966984,16.760318029520487,99.18791610810227
2014-03-08,224.67346890463463,94.98035909933424,97.37190760965062
2014-03-09,224.6486424125709,-23.92964498859333,96.1579512423365
2014-03-10,224.62381592050713,-3.9690505209249767,95.5354179789499
2014-03-11,224.59898942844342,-29.55333103532186,95.48222251609235
2014-03-12,224.57416293637965,-28.657507201397497,95.96555448626101
2014-03-13,224.5493364443159,-25.631143383077074,96.94279850068337
2014-03-14,224.52450995225215,16.76031802954249,98.36261864186886
2014-03-15,224.49968346018844,94.98035909946041,100.16618037490082
2014-03-16,224.47485696812467,-23.929644988518888,102.28848088213446
2014-03-17,224.45003047606093,-3.969050520836412,104.65975756918226
2014-03-18,224.42520398399716,-29.553331035277417,107.20694394604861
2014-03-19,224.40037749193345,-28.65750720125756,109.85514224410366
2014-03-20,224.3755509998697,-25.631143383084062,112.52908295767878
2014-03-21,224.35072450780595,16.760318029408015,115.15454295414547
2014-03-22,224.32589801574218,94.98035909938314,117.65969582058233
2014-03-23,224.30107152367847,-23.929644988565617,119.97637063791183
2014-03-24,224.2762450316147,-3.969050520747839,122.0411983153158
2014-03-25,224.25141853955097,-29.55333103523297,123.79662789081907
2014-03-26,224.2265920474872,-28.657507201476218,125.19179871690412
2014-03-27,224.20176555542346,-25.631143383007913,126.18325810732405
2014-03-28,224.17693906335973,16.760318029582976,126.73551772937972
2014-03-29,224.152112571296,94.98035909937957,126.82144569206498
2014-03-30,224.12728607923222,-23.929644988471065,126.42249481931633
2014-03-31,224.10245958716848,-3.96905052077926,125.52877092750882
2014-04-01,224.07763309510474,-29.553331035199307,124.1389479783185
2014-04-02,224.052806603041,-28.657507201336283,122.26003969132839
2014-04-03,224.02798011097724,-25.631143382931764,119.90703952556662
2014-04-04,224.0031536189135,16.760318029757936,117.10244284254051
2014-04-05,223.97832712684973,94.98035909937599,113.87566651939885
2014-04-06,223.95350063478602,-23.929644988356404,110.26238228253796
2014-04-07,223.92867414272226,-3.9690505208006495,106.30378058119146
2014-04-08,223.90384765065852,-29.55333103533291,102.04578193482769
2014-04-09,223.87902115859475,-28.657507201407196,97.5382123925138
2014-04-10,223.85419466653104,-25.63114338305751,92.83395907626848
2014-04-11,223.82936817446728,16.760318029623477,87.98812078861882
2014-04-12,223.80454168240354,94.98035909942847,83.05716740011005
2014-04-13,223.77971519033977,-23.929644988423238,78.09812025302341
2014-04-14,223.75488869827606,-3.9690505208220346,73.16776418467614
2014-04-15,223.7300622062123,-29.553331035466496,68.32190004877725
2014-04-16,223.70523571414856,-28.657507201351915,63.61464485678883
2014-04-17,223.6804092220848,-25.6311433828626,59.09778493306382
2014-04-18,223.65558273002108,16.76031802964547,54.82018583001532
2014-04-19,223.6307562379573,94.98035909935116,50.82726123040741
2014-04-20,223.60592974589358,-23.929644988469967,47.16050171433227
2014-04-21,223.5811032538298,-3.96905052073347,43.8570631191945
2014-04-22,223.55627676176607,-29.553331035432837,40.9494132960384
2014-04-23,223.53145026970233,-28.657507201422828,38.46503537546682
2014-04-24,223.5066237776386,-25.63114338298834,36.426185208135806
2014-04-25,223.48179728557483,16.760318029667474,34.849700428245534
2014-04-26,223.4569707935111,94.98035909947737,33.74685859064812
2014-04-27,223.43214430144735,-23.929644988395527,33.12328202919331
2014-04-28,223.4073178093836,-3.9690505208748452,32.97888744425054
2014-04-29,223.38249131731985,-29.55333103538839,33.30787871487168
2014-04-30,223.3576648252561,-28.65750720149373,34.09878200507717
2014-05-01,223.33283833319234,-25.63114338291219,35.3345228491855
2014-05-02,223.30801184112863,16.76031802984244,36.99254551387031
2014-05-03,223.28318534906487,94.98035909945611,39.044975499846274
2014-05-04,223.25835885700113,-23.929644988442252,41.45882652075347
2014-05-05,223.23353236493736,-3.969050520786276,44.196253643001
2014-05-06,223.20870587287365,-29.55333103534394,47.21485445433693
2014-05-07,223.1838793808099,-28.657507201564645,50.46802012334021
2014-05-08,223.15905288874615,-25.63114338312107,53.90533799845347
2014-05-09,223.13422639668238,16.760318029555012,57.473046961481245
2014-05-10,223.10939990461867,94.98035909952627,61.11454609572137
2014-05-11,223.08457341255493,-23.92964498848898,64.77095635925352
2014-05-12,223.05974692049116,-3.96905052080767,68.38173388569213
2014-05-13,223.0349204284274,-29.55333103532106,71.88533229378187
2014-05-14,223.0100939363637,-28.65750720136161,75.21991000467595
2014-05-15,222.98526744429995,-25.631143383044922,78.32407708346793
2014-05-16,222.96044095223618,16.76031802972997,81.13767458474591
2014-05-17,222.93561446017242,94.98035909944898,83.60257784075465
2014-05-18,222.9107879681087,-23.92964498853571,85.66351363998525
2014-05-19,222.88596147604497,-3.9690505207291196,87.26887985718422
2014-05-20,222.8611349839812,-29.553331035276617,88.37155486853933
2014-05-21,222.83630849191746,-28.657507201643366,88.92968306956419
2014-05-22,222.8114819998537,-25.631143382968773,88.90742205641587
2014-05-23,222.78665550779,16.76031802975197,88.275636577209
2014-05-24,222.76182901572622,94.98035909942772,87.01252424284885
2014-05-25,222.73700252366248,-23.92964498846127,85.10415823503521
2014-05-26,222.71217603159872,-3.969050520750509,82.54493287900955
2014-05-27,222.687349539535,-29.55333103541021,79.33789896794157
2014-05-28,222.66252304747124,-28.657507201503428,75.4949771299732
2014-05-29,222.6376965554075,-25.631143382892624,71.03703930364838
2014-05-30,222.61287006334373,16.76031802946104,65.99385050471682
2014-05-31,222.58804357128002,94.98035909942416,60.4038654925407
2014-06-01,222.56321707921626,-23.92964498848788,54.31387762762149
2014-06-02,222.53839058715252,-3.969050520771907,47.77852009977922
2014-06-03,222.51356409508875,-29.553331035187732,40.85962273311814
2014-06-04,222.48873760302504,-28.657507201300394,33.62543067138925
2014-06-05,222.46391111096128,-25.631143383101506,26.149694340449685
2014-06-06,222.43908461889754,16.760318029483038,18.51064309555236
2014-06-07,222.41425812683377,94.98035909934687,10.789857816236813
2014-06-08,222.38943163477003,-23.92964498855472,3.0710603313071796
2014-06-09,222.3646051427063,-3.969050520923301,-4.561160128154149
2014-06-10,222.33977865064256,-29.553331035332107,-12.022661306119218
2014-06-11,222.3149521585788,-28.657507201371306,-19.231079473690226
2014-06-12,222.29012566651505,-25.63114338282346,-26.10715346617807
2014-06-13,222.26529917445131,16.760318029505036,-32.57601599868321
2014-06-14,222.24047268238758,94.98035909941702,-38.56842708173644
